  250    9337
    2      97    2636 30
    2      98    8065 87
    2      99    7345 3
    2     105    2634 45
    2     109    1842 41
    2     113    1169 24
    2     116    1088 41
    2     117     757 13
    2     123    1028 11
    2     127    1326 38
    2     134    3957 37
    2     138    1241 8
    2     140    9802 97
    2     146    2744 87
    2     154     234 18
    2     157    5653 70
    2     158    2370 85
    2     160    1344 5
    2     165    7463 20
    2     166    4722 95
    2     168    8490 29
    2     170    1415 51
    2     172    4287 93
    2     173     431 30
    2     174    2123 97
    2     175      15 44
    2     177     294 67
    2     178    2895 10
    2     180    4867 63
    2     181    5181 68
    2     183    2882 12
    2     186    9143 75
    2     192    7160 20
    2     196    2375 60
    2     213     280 59
    2     217    1318 28
    2     220    2828 5
    2     224    3762 30
    2     226    1754 53
    2     229    5223 53
    2     234    6746 21
    2     240    8727 24
    2     241     793 90
    2     242    6050 57
    3       9    9092 31
    3      24    5203 99
    3      28    3659 98
    3      30    8635 99
    3      31    7329 78
    3      32    2917 4
    3      34    4985 7
    3      35    8917 15
    3      38     456 79
    3      42    2014 7
    3      45    3830 60
    3      50    6804 83
    3      51    4439 50
    3      53    4556 21
    3      58    9210 1
    3      59    7338 2
    3      60    7115 37
    3      62    5494 62
    3      64    9081 55
    3      65    6749 86
    3      67     211 2
    3      69    3794 59
    3      71    2766 88
    3      73    1318 79
    3      77    5883 56
    3      78    3108 85
    3      83    8331 30
    3      88    5940 35
    3      90    9565 64
    3      93     472 71
    3      99    2017 78
    3     100    5268 90
    3     106    7804 70
    3     108    3555 7
    3     111    5743 60
    3     120    3884 37
    3     121    2707 51
    3     122    9661 61
    3     128    5719 59
    3     129    1246 43
    3     130    4993 46
    3     131    1142 85
    3     132    7072 59
    3     135    3824 75
    3     136    7914 26
    3     138    4494 6
    3     139    4897 83
    3     144    4443 40
    3     146    4139 3
    3     149    6280 13
    3     153    4079 55
    3     159    4451 25
    3     165    7502 4
    3     166    2579 36
    3     169    6696 75
    3     174    8802 84
    3     183    2748 3
    3     185    7204 90
    3     186    5544 67
    3     188    3938 57
    3     197    6513 20
    3     199    3470 8
    3     200    8190 26
    3     201    8226 25
    3     204    9118 16
    3     205    9709 15
    3     207    1379 61
    3     211     793 93
    3     213    6203 8
    3     219    8950 46
    3     222    9328 44
    3     227    7893 16
    3     228    6314 99
    3     232    1155 47
    3     239    5558 19
    3     241    7646 96
    3     242    5596 59
    3     243    2012 24
    3     244    3566 19
    3     247    2914 100
    4       9    2323 21
    4      12    4887 94
    4      16    8566 22
    4      23    7584 40
    4      24    2580 20
    4      31    8728 75
    4      36    7868 97
    4      38    1745 8
    4      41    3635 38
    4      56    6272 28
    4      61    7890 39
    4      63    8620 35
    4      66    1328 62
    4      68    9424 98
    4      69    7773 25
    4      71    2205 79
    4      72    5817 98
    4      73    5490 92
    4      74    2473 4
    4      83    6244 91
    4      91     309 46
    4     100    7671 39
    4     101    8643 58
    4     102    8395 62
    4     106    5363 77
    4     107    4809 49
    4     109    9972 93
    4     110    4456 43
    4     111    6167 91
    4     116    8365 59
    4     125    9414 16
    4     131    4894 40
    4     135    6443 42
    4     137    4202 19
    4     140    6412 4
    4     142    9045 56
    4     154    8589 76
    4     155    2338 55
    4     156     816 84
    4     166    5913 35
    4     168    9183 79
    4     169    7851 84
    4     172     444 71
    4     177    3308 97
    4     178    9259 25
    4     180    2727 72
    4     181    5325 2
    4     184    6725 61
    4     185    2027 88
    4     187    4027 91
    4     191    1272 8
    4     198    1258 86
    4     199    3545 85
    4     200    1987 79
    4     201    7125 25
    4     207    3754 19
    4     211    3155 87
    4     212    4435 87
    4     216    3041 17
    4     223    5433 88
    4     226    1354 10
    4     229    1262 34
    4     234    6651 72
    4     238     877 60
    4     239    7266 53
    4     245    2763 1
    4     249    5101 38
    5       7    6113 77
    5       9    3842 53
    5      16    5046 83
    5      17    4900 18
    5      18    7944 62
    5      19    9166 57
    5      20    2051 90
    5      32    1568 88
    5      33    6301 20
    5      43     283 39
    5      48    2235 73
    5      50    2308 8
    5      51    2036 21
    5      52    1192 46
    5      53    7677 54
    5      56     789 43
    5      57    2388 11
    5      67    2576 47
    5      69    2592 22
    5      73    2074 16
    5      74    6509 50
    5      76    7040 37
    5      77    2296 41
    5      81    6505 2
    5      84    1367 82
    5      87    1807 83
    5      90    4833 20
    5      92    9180 83
    5      93     838 52
    5     100    4336 93
    5     101    1891 63
    5     102    5706 97
    5     104    2510 11
    5     107    6755 58
    5     108    3311 10
    5     109    8183 22
    5     114    7645 50
    5     115    6125 50
    5     116    8279 12
    5     120    1725 40
    5     123    4307 92
    5     124    4336 37
    5     126     982 29
    5     127    2422 14
    5     144     353 6
    5     146    4710 27
    5     151    3879 47
    5     152    5856 27
    5     159    5433 65
    5     165    9071 3
    5     166    4335 7
    5     170    4162 56
    5     171    1632 68
    5     173    9263 3
    5     178    2545 88
    5     179    4846 68
    5     180    7419 78
    5     181    7649 95
    5     184    1173 85
    5     186    8046 22
    5     193     125 35
    5     194    5338 64
    5     198    9331 49
    5     199     442 68
    5     201    1006 77
    5     202     952 43
    5     204    2580 32
    5     208    4005 91
    5     213    6843 72
    5     218     933 69
    5     222    3253 28
    5     224    8663 89
    5     227     908 34
    5     228    3910 6
    5     231    2969 14
    5     234      55 11
    5     235    6091 51
    5     239    5154 1
    5     240    5569 75
    5     241     767 57
    5     242    9173 15
    5     244    1103 22
    5     246    4274 64
    6       8    3617 95
    6      13    8479 85
    6      14    7388 21
    6      15    2380 39
    6      17    1683 64
    6      23    4722 4
    6      24    6188 84
    6      25      59 80
    6      28    9551 12
    6      31     662 35
    6      37    6601 9
    6      44    9628 82
    6      46    6222 16
    6      53    2565 27
    6      54    8521 45
    6      55    3229 77
    6      58    2011 90
    6      62    1642 55
    6      63    9604 1
    6      67    4153 91
    6      74    8836 58
    6      84    3284 4
    6      90     997 4
    6      91    3950 31
    6      97    2397 70
    6     104    5890 14
    6     105     569 99
    6     113    5880 12
    6     115    3029 97
    6     117    9796 35
    6     118    1519 31
    6     122    3270 51
    6     124     979 53
    6     131    7972 67
    6     132    9607 22
    6     133    2338 28
    6     134    2388 1
    6     138    9259 14
    6     139    4285 14
    6     141    1064 86
    6     143    8475 50
    6     145     709 93
    6     148    6404 9
    6     149    3178 4
    6     151    3933 33
    6     155    6347 21
    6     156    4352 62
    6     157    6554 33
    6     162    6076 68
    6     164    4880 48
    6     165    1607 15
    6     166    8170 13
    6     167    4851 88
    6     169    9789 26
    6     173    7609 3
    6     177    1542 29
    6     178    8908 72
    6     179    9123 82
    6     190    2312 7
    6     192     552 81
    6     194    1189 73
    6     196     706 61
    6     198    3244 38
    6     205    2207 87
    6     206    5051 37
    6     214    1042 49
    6     217    4376 43
    6     220    2106 41
    6     227    7959 60
    6     229    6506 47
    6     236    2777 34
    6     237    5537 4
    6     239    1951 45
    6     240    9125 26
    6     243    3149 88
    6     244    9704 12
    6     246    9685 90
    6     249    2446 99
    7      18    3448 84
    7      19    8275 42
    7      22    9247 41
    7      24    5613 52
    7      34    5261 45
    7      35    7363 22
    7      38    7456 67
    7      40    5729 50
    7      46     119 89
    7      53    6726 9
    7      55    8996 51
    7      57    6239 28
    7      62    8516 12
    7      67    5303 22
    7      69    6906 98
    7      70    2971 81
    7      71    3334 45
    7      72    2428 16
    7      75    4740 35
    7      79    3663 91
    7      82    5252 1
    7      84    1647 91
    7      86    6066 76
    7      90     351 89
    7      91    1319 29
    7      95    2322 49
    7      98    5479 73
    7      99    4794 87
    7     101     436 9
    7     104    2713 40
    7     109    3367 27
    7     110    3956 90
    7     121    3126 87
    7     125    8405 30
    7     131    2108 45
    7     137    8472 62
    7     138    5538 96
    7     141    1108 72
    7     145    4763 88
    7     149     588 54
    7     151    2452 77
    7     156    5094 52
    7     158    5175 28
    7     159    6111 24
    7     169    3195 1
    7     175    4088 12
    7     183    5873 70
    7     184    3422 13
    7     185     312 58
    7     187    5752 51
    7     190    3170 1
    7     191    4141 100
    7     198    2346 83
    7     201    4533 35
    7     212     525 83
    7     213    6330 61
    7     219    7797 78
    7     226    4981 16
    7     234    2248 53
    7     236    6479 13
    7     237    8944 69
    7     240    9359 72
    7     247    6166 61
    8      10     552 63
    8      12    4673 41
    8      14    4428 58
    8      16    5616 6
    8      19    6144 41
    8      21    8522 59
    8      23    6299 69
    8      29    3393 36
    8      33    9487 90
    8      34    1031 72
    8      35    3835 28
    8      38    6077 56
    8      41    1557 59
    8      43    6997 62
    8      45    8269 68
    8      50    3604 76
    8      52    2309 79
    8      53    6215 74
    8      56    5361 67
    8      59    2376 27
    8      61    2318 69
    8      64     612 31
    8      67    6889 14
    8      68    1647 37
    8      71    8224 36
    8      73    9097 28
    8      80    9493 27
    8      83    1893 69
    8      85    8766 48
    8      87    3625 100
    8      88    3276 7
    8      89    7794 87
    8      91    1268 87
    8      97    4654 8
    8     104    4341 71
    8     107    6540 98
    8     110    3433 80
    8     115    4218 96
    8     120    9517 98
    8     125    2287 69
    8     126    6746 81
    8     127    2677 92
    8     135    9455 11
    8     139    1289 72
    8     145    2341 81
    8     152     250 49
    8     155    5805 95
    8     156    9954 30
    8     157    8296 22
    8     160    3671 70
    8     161    4368 17
    8     164     797 86
    8     165    8415 53
    8     169    3518 47
    8     173     969 81
    8     174    3110 73
    8     176    1277 97
    8     180    3809 81
    8     182    1596 16
    8     185    6714 95
    8     187    4371 25
    8     188    5747 69
    8     190    9983 31
    8     192    4215 7
    8     193    7308 12
    8     195    9505 29
    8     196    1401 94
    8     205    7901 57
    8     208    3027 80
    8     209    3203 83
    8     211    4125 98
    8     214    9411 88
    8     221    3798 89
    8     222    7399 92
    8     224     703 31
    8     226    2051 57
    8     236    7902 73
    8     249    5144 27
    9      12    9699 17
    9      16    5463 61
    9      17     314 62
    9      19    2275 18
    9      21     538 4
    9      26    1793 20
    9      28     965 38
    9      29    4497 10
    9      39     817 93
    9      43    6868 25
    9      60    1516 33
    9      69    7710 52
    9      70    2745 80
    9      76     197 26
    9      80    6733 3
    9      81    7284 62
    9      82    1794 44
    9      84    8398 1
    9      85    9365 67
    9      86    4251 51
    9      87    8640 1
    9      90    6676 68
    9      94    5853 82
    9      96    1998 16
    9      97    2863 10
    9      99    5682 43
    9     101    5106 48
    9     102    1980 47
    9     103    8500 23
    9     105    2960 45
    9     106    1212 12
    9     107    5107 86
    9     110     714 28
    9     113    1005 80
    9     114    3724 83
    9     117    9904 55
    9     118    5324 32
    9     120    1084 92
    9     125     277 48
    9     127    3280 5
    9     129    5041 26
    9     133    4195 24
    9     139    1753 77
    9     140    4798 21
    9     142    4295 35
    9     147    5927 54
    9     149    5712 88
    9     150    1716 28
    9     151    8941 92
    9     153    3481 60
    9     154    2974 29
    9     155    6682 30
    9     156    9930 38
    9     159    3838 6
    9     160     278 27
    9     161    1955 38
    9     166      12 25
    9     167    3690 67
    9     170    5574 77
    9     172     219 91
    9     173    4832 18
    9     179    4965 42
    9     183    1599 19
    9     184    6486 97
    9     189    1455 16
    9     190     824 82
    9     191    9993 28
    9     194    4448 12
    9     198    1972 59
    9     200    3717 21
    9     203     864 4
    9     204    1681 9
    9     213    6109 93
    9     221    1411 70
    9     236    1512 72
    9     243    1146 25
    9     247     826 97
   10      11      71 81
   10      14    4144 28
   10      18     726 52
   10      20    2125 67
   10      25    3981 79
   10      26    4592 42
   10      29    2825 44
   10      35    4617 10
   10      38    5193 92
   10      40    9980 66
   10      44    3753 34
   10      46    8711 65
   10      48    5655 44
   10      53    5526 65
   10      55    8831 39
   10      57    8773 55
   10      62    5849 49
   10      63    9737 43
   10      64    1202 99
   10      69     318 15
   10      71     370 13
   10      73    6636 65
   10      75    8857 80
   10      77    3486 83
   10      78     846 91
   10      80    1885 36
   10      82    5671 69
   10      83    6249 28
   10      85    1408 62
   10      86    9238 14
   10      92    7974 78
   10      96    8199 6
   10     101    1086 81
   10     107    9870 80
   10     116      39 70
   10     117    8752 45
   10     120    2704 37
   10     123    5188 95
   10     125    3063 77
   10     126    3518 61
   10     131     466 52
   10     134     679 44
   10     135    9984 25
   10     138    9061 34
   10     139    1946 30
   10     140    6681 19
   10     146     892 2
   10     149    5933 94
   10     157     418 17
   10     160    3894 57
   10     165    2517 35
   10     167    3834 62
   10     169    7852 94
   10     176    6465 81
   10     179    2558 83
   10     189    8518 69
   10     190     399 82
   10     191    9629 9
   10     193    6461 24
   10     194    1207 97
   10     196     510 87
   10     198     845 66
   10     201    7071 11
   10     216    9979 99
   10     217     945 62
   10     220    6248 59
   10     223    9381 93
   10     224    9139 86
   10     228    2792 70
   10     236    2250 76
   10     238    1474 24
   10     239    1452 77
   10     240    6710 43
   10     245    8516 26
   10     250    2610 25
   11      12    5492 68
   11      13    4503 29
   11      15    2188 68
   11      16    2310 45
   11      25    3065 41
   11      26    1349 32
   11      27    3070 25
   11      29    6400 91
   11      51    9662 25
   11      52    1219 72
   11      59    6029 86
   11      63    7009 52
   11      67    1790 59
   11      71    9636 86
   11      74    5531 73
   11      76    1956 75
   11      79     471 32
   11      81    6114 86
   11      83    5135 27
   11      98    8166 17
   11     102      16 36
   11     105    1008 78
   11     118    8148 97
   11     119     473 29
   11     122     157 83
   11     123    8149 27
   11     124    6592 40
   11     125    1247 36
   11     128    6413 40
   11     129    2718 97
   11     131    2978 93
   11     133    3770 35
   11     141    1932 78
   11     143    9889 73
   11     145    1108 48
   11     146    8255 76
   11     148    6452 80
   11     151    4097 61
   11     153    9939 75
   11     155    6141 30
   11     160    3900 99
   11     162     851 20
   11     164    2156 77
   11     165     137 87
   11     168    2017 6
   11     177    2817 2
   11     186    5606 58
   11     187    1565 7
   11     188    1381 30
   11     191    2629 67
   11     199    3204 52
   11     202    8688 35
   11     204     211 56
   11     205    3302 80
   11     208    5873 36
   11     210    9536 40
   11     211    8780 25
   11     212    8658 81
   11     213    4769 6
   11     214    8352 8
   11     223    5384 68
   11     226    7056 70
   11     228    3010 82
   11     230    5300 68
   11     232    7652 76
   11     234    9285 56
   11     248    2273 69
   11     250     654 19
   12      19    1426 2
   12      24    8450 24
   12      26    9304 53
   12      27    9640 61
   12      28     203 35
   12      34    8806 48
   12      36    5862 1
   12      53    1507 83
   12      54    2752 66
   12      58    9613 56
   12      65    8892 74
   12      68    1148 4
   12      69    8523 2
   12      83    2215 78
   12      84    9424 81
   12      85    3097 75
   12      86    2802 100
   12      87    2639 97
   12      89    2597 59
   12      93    2260 68
   12      99    7001 76
   12     100    6479 84
   12     101    2270 29
   12     109    1133 6
   12     113    7114 78
   12     119    3793 91
   12     120    2217 28
   12     124    1571 41
   12     127    6706 58
   12     128    9966 80
   12     135     958 20
   12     137    1342 78
   12     139    6752 58
   12     144    7087 38
   12     145    9484 63
   12     153    4001 70
   12     159    5846 20
   12     162    9028 8
   12     167    8898 96
   12     168    9229 34
   12     170    5077 21
   12     173     592 62
   12     174    3465 40
   12     177    7094 70
   12     182    6598 9
   12     188    6738 18
   12     190     380 34
   12     192    9138 95
   12     193     580 60
   12     195    1856 95
   12     198    9675 26
   12     199     660 6
   12     203    2970 86
   12     216    1502 78
   12     217    2099 58
   12     219    4570 35
   12     223    3596 36
   12     225    2728 14
   12     227    7347 48
   12     229    6823 62
   12     230    9072 87
   12     231     286 67
   12     232    2091 50
   12     233    4880 49
   12     234    5684 10
   12     235    7364 42
   12     238    2854 47
   12     241    9819 79
   12     242      43 57
   12     243    3053 78
   12     244    3878 58
   12     248    8482 46
   13      16    2945 46
   13      23    6689 14
   13      28    3205 81
   13      31    6465 93
   13      32    1027 34
   13      35    3524 2
   13      36    7991 19
   13      44    8096 14
   13      45    1577 54
   13      47    9206 43
   13      48    2698 91
   13      51    6175 25
   13      53    7424 72
   13      55    9897 62
   13      56    3111 8
   13      57    3668 72
   13      58    3160 85
   13      59    9469 22
   13      60    9663 24
   13      62    6199 22
   13      63     164 17
   13      64      70 35
   13      67    8473 93
   13      69    4081 27
   13      81     611 11
   13      85    6036 56
   13      87    5651 13
   13      90    3370 12
   13      91    1797 40
   13      93    6697 72
   13      96    7034 69
   13     102    9686 24
   13     103    3390 85
   13     104    8068 93
   13     107    2026 45
   13     110    5706 27
   13     111    1796 38
   13     114    1173 63
   13     121    6734 41
   13     122    4127 43
   13     124    3678 18
   13     125    9518 39
   13     130    3494 17
   13     133    5594 95
   13     139    9825 49
   13     149    8204 12
   13     150    4797 61
   13     154    8300 51
   13     157    7006 69
   13     159    9376 3
   13     160    6463 72
   13     161    3222 67
   13     162    9208 54
   13     163    6365 11
   13     164    3068 19
   13     167    5987 84
   13     174    6958 17
   13     180     412 92
   13     181    6574 85
   13     183     336 78
   13     184    7992 50
   13     190    9604 27
   13     201    8580 90
   13     208    6080 66
   13     209    1670 43
   13     212    8099 96
   13     224    1991 81
   13     232    9702 70
   13     233    3151 95
   13     234    6605 70
   13     235    4213 39
   13     236     104 50
   13     242    2008 36
   13     245      36 3
   13     246    4271 72
   13     248    9525 36
   14      17    5613 97
   14      20    4223 34
   14      28    9128 13
   14      34    3733 28
   14      35    5363 46
   14      38    1135 12
   14      41    1564 64
   14      48    6764 82
   14      49    1930 16
   14      51    3350 43
   14      53    3549 16
   14      54     533 53
   14      61    4711 43
   14      63    8772 46
   14      66     526 23
   14      67    3211 37
   14      76    3878 79
   14      78    6082 50
   14      80    9580 99
   14      81    9188 73
   14      86    4410 93
   14      87    5171 59
   14      95    8199 89
   14      97    9489 99
   14     101    3288 100
   14     104    8590 16
   14     106    2431 60
   14     114     530 36
   14     115    8284 7
   14     120    9829 15
   14     121    2897 94
   14     125    1788 80
   14     128    1215 86
   14     130    1810 3
   14     133    3724 47
   14     135    3845 25
   14     137     590 34
   14     139    4680 69
   14     140    9175 17
   14     141    9551 79
   14     142    5683 44
   14     143    2265 26
   14     144    2193 38
   14     149    5604 77
   14     152    5249 40
   14     155    1040 83
   14     159    6674 76
   14     160    8306 7
   14     164    8872 19
   14     165     465 46
   14     169    9807 98
   14     171     568 65
   14     173    2308 29
   14     176    6218 77
   14     180    7154 30
   14     181    7170 67
   14     184    7791 91
   14     187    6681 47
   14     188    4007 29
   14     194     502 7
   14     204    3961 86
   14     215    3667 33
   14     220    7107 51
   14     231    2708 13
   14     233    9808 81
   14     235    9526 14
   14     238    8760 14
   14     240    4070 68
   14     241    2484 24
   14     242    3777 63
   14     243    7913 82
   14     246    9281 3
   14     249    1165 1
   15      16    9096 82
   15      19    5428 6
   15      23    6704 24
   15      26    9381 55
   15      29     436 4
   15      33    4957 84
   15      34    1892 10
   15      36    1313 16
   15      37    5258 61
   15      38     290 65
   15      48    3048 62
   15      50    4494 66
   15      51    1914 20
   15      52    6034 59
   15      53    1716 80
   15      58    7397 56
   15      65    2157 89
   15      68    2532 28
   15      73    7609 88
   15      80    3539 48
   15      81     468 49
   15      82    9841 89
   15      88    1549 50
   15      94    5232 12
   15      99    3946 90
   15     110    2033 46
   15     119    4972 27
   15     121     839 100
   15     126    9183 86
   15     128    2776 32
   15     131    8730 18
   15     139    4351 67
   15     142    6285 30
   15     143    5934 1
   15     145    6968 62
   15     146    3697 2
   15     160    1949 88
   15     161    3166 83
   15     164    8975 20
   15     165    1652 64
   15     166    9985 28
   15     180    4139 66
   15     181    6457 3
   15     185    7254 16
   15     187    5373 22
   15     189    5346 75
   15     190    1759 30
   15     191    8436 36
   15     193    6535 86
   15     196    7638 4
   15     199    3549 4
   15     201    5410 29
   15     204    8568 37
   15     208    3738 92
   15     209     569 31
   15     215    9188 62
   15     216    8324 29
   15     228    4915 51
   15     232    6681 28
   15     236    4698 34
   15     237    5195 71
   15     239    8266 83
   15     241    2059 59
   15     243    9566 5
   15     246    8341 94
   15     247    2141 91
   16      25    7889 8
   16      26    1776 57
   16      27     571 88
   16      28    5074 54
   16      32    8304 17
   16      33    4901 56
   16      34    5195 30
   16      36     662 12
   16      37    7145 94
   16      43    3446 47
   16      44    2948 18
   16      47    9869 18
   16      58    2895 29
   16      60     838 4
   16      62     102 34
   16      64    8999 62
   16      74    8136 17
   16      75    7277 4
   16      78    8700 51
   16      79    6528 56
   16      85    8614 42
   16      87    4090 89
   16      90    7085 27
   16      94    2084 84
   16      95    4610 15
   16      96    1304 82
   16     103    9064 96
   16     105    2040 48
   16     106     139 43
   16     108     556 66
   16     111    4293 14
   16     112    3943 49
   16     114    9529 40
   16     119    1053 100
   16     122     568 2
   16     123    7911 27
   16     127    5728 76
   16     130    2220 60
   16     133    1467 43
   16     146    4782 6
   16     150    9049 48
   16     153    8178 73
   16     166    7170 23
   16     167    9770 55
   16     169     310 10
   16     171    8717 41
   16     175    4207 65
   16     179    6786 42
   16     183    1195 31
   16     184    7450 12
   16     187     854 76
   16     188    3062 100
   16     191    5960 19
   16     196    4737 87
   16     202    3263 2
   16     203    4777 18
   16     212    2281 14
   16     214    1729 10
   16     215    7335 4
   16     216    8938 35
   16     222    2883 87
   16     225    7955 90
   16     229    8004 6
   16     230    8498 75
   16     231    1159 90
   16     232    4180 80
   16     235    9797 90
   16     237    4996 86
   16     243      55 89
   16     246    3745 45
   17      18    4662 51
   17      22    1394 13
   17      23    6782 34
   17      25     465 97
   17      29     818 20
   17      31     811 92
   17      32    4278 22
   17      35    5325 53
   17      38    2633 38
   17      40    9681 62
   17      52     885 61
   17      53    1250 70
   17      59    6335 100
   17      60    8769 81
   17      67    1403 21
   17      73    7136 9
   17      74    4536 14
   17      83    7849 5
   17      84    1336 48
   17      87    3253 52
   17      92    3846 78
   17      94    7442 34
   17      95    8178 45
   17     100    8595 53
   17     102    2940 15
   17     104    8266 79
   17     106    6504 88
   17     109    9899 8
   17     110    4333 39
   17     118    2081 26
   17     120    6190 57
   17     124    9083 84
   17     127    1262 71
   17     130    5378 24
   17     132    4598 12
   17     134    8730 93
   17     136    1361 40
   17     138    3549 15
   17     141    6318 3
   17     143    8708 57
   17     144    6535 94
   17     146    4411 62
   17     150    2576 17
   17     151    1258 61
   17     152    4015 19
   17     153    6948 3
   17     156    4638 93
   17     159    8521 40
   17     161       6 68
   17     162    8565 7
   17     163    8801 63
   17     166    8991 33
   17     172    6530 65
   17     173     755 97
   17     180    8685 22
   17     184    3169 36
   17     187    2172 9
   17     190    9158 90
   17     195    2443 86
   17     202    7279 34
   17     203    8374 59
   17     207    1295 27
   17     209     167 23
   17     212    2171 70
   17     215    8335 62
   17     216    1538 3
   17     217    3658 36
   17     220    4755 93
   17     226    6201 50
   17     227    7202 15
   17     234    1265 5
   17     235    4985 48
   17     240    7123 92
   17     242     147 66
   17     243    1890 48
   17     244    2091 87
   17     245    4173 25
   18      20    8256 61
   18      26    4101 54
   18      28    1424 36
   18      29    2184 66
   18      36    1427 95
   18      37    1143 92
   18      38    2607 69
   18      39    3510 24
   18      40    7678 79
   18      48    9517 80
   18      50    2805 23
   18      51    4399 53
   18      57    1948 82
   18      58    1156 48
   18      60    5451 46
   18      61    9079 38
   18      63    3007 14
   18      65    5089 61
   18      67    2402 63
   18      68    9520 23
   18      72    2349 80
   18      79    1187 2
   18      81    7065 41
   18      82     937 52
   18      83    4727 45
   18      86    6139 88
   18      88     963 21
   18      91    6882 37
   18      94    9296 100
   18      95    7764 43
   18      98    2819 75
   18     100    1931 86
   18     103    1330 3
   18     115    7248 73
   18     122    6988 32
   18     123    5088 95
   18     128     214 9
   18     135     999 93
   18     138     244 3
   18     141    5065 41
   18     146    5644 82
   18     147    9891 41
   18     148    5828 26
   18     151    2405 60
   18     154    1740 58
   18     161     296 76
   18     164    4221 62
   18     168    6513 16
   18     171    8657 68
   18     174    5251 16
   18     176     353 52
   18     178    2063 10
   18     182    4099 10
   18     183     758 5
   18     199     484 66
   18     201    1860 79
   18     204     813 49
   18     207    4084 34
   18     210    6271 96
   18     211    7614 43
   18     213    4960 1
   18     216    2611 22
   18     218    4857 97
   18     220    1956 95
   18     221     752 71
   18     223    4789 51
   18     226    7925 35
   18     227    9233 86
   18     229    7456 100
   18     231    5919 65
   18     232    4869 27
   18     235    8224 27
   18     236    9551 19
   18     237    7597 27
   18     238    2985 78
   18     239    1870 44
   18     240    7505 68
   18     243    6434 49
   18     245    2987 60
   18     248    7349 14
   19      20    2481 98
   19      24    1479 63
   19      25     722 98
   19      26    3421 82
   19      31    3382 59
   19      35     453 4
   19      36     692 94
   19      42     121 11
   19      45    2490 79
   19      52    3684 15
   19      53    1762 49
   19      55    4419 57
   19      59    2272 22
   19      62    7005 55
   19      65    9692 40
   19      69     525 99
   19      77     984 19
   19      81    7913 40
   19      84    6439 72
   19      86     193 3
   19      87    9829 75
   19      88    1521 94
   19      89     890 82
   19      96     562 10
   19      98    7797 82
   19      99    4345 86
   19     109    4049 89
   19     110    8194 10
   19     111    6041 98
   19     113     166 77
   19     114    3177 32
   19     115    2294 24
   19     116    6192 65
   19     125    2942 16
   19     127    6132 45
   19     128    4237 92
   19     133    9187 15
   19     135    3141 80
   19     141    2447 96
   19     147    3000 7
   19     151    9271 34
   19     155    2136 53
   19     160    5362 88
   19     162     589 39
   19     171    2218 97
   19     173    1330 98
   19     174    3039 9
   19     177    1832 47
   19     179     967 10
   19     188    9928 67
   19     190    4702 11
   19     193    6667 87
   19     198    6152 13
   19     199    3659 35
   19     203    5896 64
   19     214    3004 37
   19     221    1009 56
   19     224    5824 57
   19     228    1366 49
   19     234    7973 31
   19     235    4813 79
   19     236    6844 68
   19     237     881 26
   19     238    3481 63
   19     241    2037 57
   19     243    1593 88
   19     244    6934 72
   19     247    1887 60
   19     248    6523 73
   19     250    9604 74
   20      21    4309 98
   20      25    3620 93
   20      26    9759 98
   20      30    8745 89
   20      31    7021 50
   20      32    2431 64
   20      35    8663 89
   20      41    7393 53
   20      43    6635 56
