  350   18322
    2     108    9073 37
    2     113    7996 50
    2     117    5381 28
    2     118    3578 87
    2     120    3761 48
    2     122    9957 38
    2     125    9505 47
    2     126    3357 39
    2     127    8182 13
    2     135    9993 74
    2     137    2053 71
    2     138    4747 77
    2     139    6500 61
    2     142    4270 93
    2     143    1956 67
    2     144    9779 42
    2     146    8959 80
    2     147    4903 32
    2     150    1692 68
    2     151    4140 58
    2     160    9326 67
    2     164    9533 38
    2     166    9685 76
    2     171    4964 9
    2     175    5415 78
    2     176    1284 70
    2     177    9643 30
    2     180    6275 42
    2     182    2545 33
    2     185    5321 90
    2     192    4872 46
    2     202     163 97
    2     203    3222 64
    2     205    6203 84
    2     211    5009 6
    2     216    4713 59
    2     218    2738 63
    2     224    7417 3
    2     228    4019 48
    2     229    7323 43
    2     231    5451 100
    2     235    6910 31
    2     236    9667 8
    2     239    7356 22
    2     241    7183 51
    2     243    6575 2
    2     245     148 78
    2     249    4427 88
    2     250     699 65
    2     254    5058 61
    2     258    5517 74
    2     261    8352 57
    2     263    6223 41
    2     265    4507 16
    2     266     812 6
    2     267    4927 92
    2     268    9953 47
    2     277    2841 43
    2     278    3885 76
    2     280    9015 37
    2     281    8017 26
    2     286    9251 66
    2     287    8818 8
    2     291     793 5
    2     294    7696 93
    2     295    2250 34
    2     297     745 59
    2     298    6093 14
    2     300    3786 33
    2     301    6227 24
    2     302    8770 4
    2     303    2029 75
    2     311    7001 7
    2     312    6768 1
    2     314    9062 25
    2     317    7369 67
    2     320    3309 37
    2     324     615 54
    2     326    1279 4
    2     328     746 16
    2     330    3681 40
    2     331    5772 71
    2     333    6896 91
    2     334    2649 45
    2     335    3593 51
    2     341    7283 78
    2     349    1342 61
    3      25    8871 61
    3      26    3243 21
    3      28    3659 35
    3      34    8534 31
    3      37    1211 4
    3      40    3255 58
    3      42    9224 89
    3      44    6483 48
    3      45    5334 50
    3      46    1100 90
    3      47     241 80
    3      48     362 84
    3      49    2314 65
    3      55    1435 76
    3      58    8824 79
    3      66    3588 25
    3      67    9481 10
    3      75    6734 99
    3      76    2704 55
    3      80     784 78
    3      86    6027 28
    3      93    2131 43
    3      95    8814 44
    3      97    5008 90
    3      99     471 54
    3     102    7736 52
    3     107    1397 4
    3     108    2953 39
    3     109     240 37
    3     110    9531 41
    3     115    8853 94
    3     118    5491 93
    3     120    4808 27
    3     121    8780 37
    3     122    4584 49
    3     123    5336 90
    3     124    6322 2
    3     130    9341 73
    3     131    8765 30
    3     132    5817 4
    3     134    4754 53
    3     137    9649 54
    3     138    2763 43
    3     141    8522 36
    3     143    5743 25
    3     146    1036 5
    3     147    9113 7
    3     149    8949 62
    3     150    8600 24
    3     151    7545 52
    3     155     950 6
    3     156    2155 9
    3     157    5103 10
    3     158    1609 54
    3     164    3102 91
    3     177    3370 36
    3     179    7078 38
    3     185    6866 30
    3     186    3261 44
    3     188    1711 8
    3     189    1381 35
    3     194    4285 83
    3     196    4139 70
    3     201    3544 26
    3     209    2079 52
    3     212    4137 6
    3     217    8937 42
    3     222    8132 57
    3     224     356 98
    3     227    3670 18
    3     230    4826 30
    3     238    2941 16
    3     239    4897 11
    3     244    4443 41
    3     247    2914 48
    3     248     863 54
    3     251    4099 47
    3     255    2244 73
    3     256    1815 45
    3     263    1183 43
    3     268    7651 32
    3     269    1762 96
    3     272     874 13
    3     275    9953 25
    3     280    3668 98
    3     284    3489 9
    3     285    6888 20
    3     288    4558 77
    3     291    1119 26
    3     293    4009 14
    3     294    6375 20
    3     298    3508 66
    3     300    5513 98
    3     301    9775 46
    3     303    4079 85
    3     306    6775 6
    3     317    5922 4
    3     322    6895 34
    3     326    3612 19
    3     331    9809 90
    3     333    4230 74
    3     335    5536 38
    3     337     721 21
    3     340    9998 24
    3     345    8643 91
    3     346    9801 51
    4      10    6630 70
    4      13    8218 92
    4      15    5816 18
    4      21    2470 83
    4      24    9292 62
    4      25    8049 66
    4      26    9842 4
    4      34    4742 58
    4      37    9727 62
    4      39    2598 78
    4      42    8518 69
    4      44    6889 62
    4      49    6447 88
    4      50    7785 93
    4      56    2235 32
    4      60     779 74
    4      61    7436 95
    4      62    1195 6
    4      65    5910 54
    4      66    3296 93
    4      70    1392 86
    4      76    6870 57
    4      81     621 72
    4      83    3639 84
    4      86    2618 6
    4      88    5601 10
    4      89    6959 30
    4      90     509 52
    4      95    2019 50
    4      96     801 17
    4      97    5201 69
    4     100    1502 39
    4     102    6066 65
    4     108    3523 100
    4     111    1915 54
    4     112    6627 78
    4     115     278 62
    4     118    1831 91
    4     121    7287 85
    4     122     444 16
    4     125    8210 66
    4     131     320 17
    4     134    2173 18
    4     136    9346 59
    4     138    1465 13
    4     140    6847 29
    4     141    2405 60
    4     143    2566 92
    4     145    1881 14
    4     147    5478 48
    4     151    3027 68
    4     153     104 56
    4     154    1464 75
    4     156    2905 36
    4     159    4485 25
    4     160    6486 23
    4     162    4622 48
    4     163    3774 82
    4     164    7847 69
    4     168    9577 25
    4     169    6407 47
    4     170    7214 50
    4     172    1078 22
    4     175    5983 55
    4     178    2878 80
    4     186    4923 32
    4     188    2037 44
    4     197     351 33
    4     203    2415 49
    4     204    2382 85
    4     209    1471 58
    4     211    3155 61
    4     214    8551 29
    4     221    4588 11
    4     225    8815 14
    4     234    7883 42
    4     236    6197 50
    4     238    5406 20
    4     239    5754 66
    4     240    1080 12
    4     241    5277 69
    4     243    6614 63
    4     251    2798 22
    4     256    8521 89
    4     258    6594 11
    4     273    1334 93
    4     274    9062 50
    4     279    2511 58
    4     283    4644 8
    4     291    8125 33
    4     292    2411 49
    4     295    4930 44
    4     300    2582 49
    4     307    1161 13
    4     314    4197 22
    4     315    1295 58
    4     316    6402 96
    4     323    1752 4
    4     328    8617 86
    4     331    1023 77
    4     332    7687 97
    4     333    4805 62
    4     346    8469 81
    4     348    9847 72
    5       6     715 39
    5       8    1261 59
    5      13    4763 73
    5      19     109 71
    5      26    2708 100
    5      29    1679 88
    5      32    2922 89
    5      37    5239 7
    5      41    2656 5
    5      47    3850 50
    5      48    9331 43
    5      51    3777 87
    5      58    8132 14
    5      59    3218 7
    5      60    2176 30
    5      64    1926 50
    5      67    3757 35
    5      69     252 39
    5      76     692 72
    5      80    2939 30
    5      81    9647 40
    5      89     742 32
    5      90    3643 34
    5      91    4052 2
    5      93    7716 83
    5     100    9749 88
    5     101    3311 56
    5     102    5622 35
    5     103    8982 62
    5     105    7638 15
    5     106    5430 23
    5     108    4294 10
    5     109    6780 65
    5     112    9373 25
    5     113    2609 36
    5     116    2051 52
    5     119    5221 18
    5     120    7354 35
    5     125    9240 40
    5     127    9406 83
    5     129    9721 42
    5     132    5191 55
    5     133     312 2
    5     142    1616 38
    5     154    5568 71
    5     155    8842 29
    5     156     748 7
    5     157    8513 8
    5     160    5772 69
    5     164      85 29
    5     165    2463 68
    5     168    2989 88
    5     178    9149 30
    5     181    3930 57
    5     182    9994 27
    5     183    1756 74
    5     184    3362 33
    5     188    4388 2
    5     191    7981 31
    5     194    9015 36
    5     204    1729 31
    5     207    6142 83
    5     208    2274 14
    5     213    6220 34
    5     216    5046 77
    5     219    6250 19
    5     220    5700 86
    5     221    4806 81
    5     222    1052 78
    5     224    7030 87
    5     230    1925 94
    5     233    1286 46
    5     245     417 6
    5     248    2922 82
    5     254    8068 26
    5     255    9123 18
    5     258    3095 14
    5     259    6682 39
    5     262    6293 85
    5     266    2992 77
    5     277    4338 21
    5     283    2931 16
    5     284    8834 88
    5     285    2900 43
    5     288    9295 64
    5     290     107 70
    5     294    6049 31
    5     295    3843 100
    5     296    5786 66
    5     306     569 16
    5     308    1438 99
    5     315    3769 20
    5     316    3345 9
    5     322    9206 58
    5     329    4087 76
    5     330    2097 69
    5     332    2165 2
    5     333    3773 82
    5     340    2416 90
    5     343    8283 31
    5     344    2141 95
    5     348    2544 7
    5     350    2465 97
    6      13    2620 37
    6      14     433 91
    6      15    6456 30
    6      20    3836 12
    6      29    9735 68
    6      41    9678 28
    6      43    9666 43
    6      45    5586 10
    6      46    7657 78
    6      47    7009 25
    6      49    2924 30
    6      51    2577 81
    6      53    1768 44
    6      55     177 13
    6      59    5942 25
    6      61    3013 3
    6      65    3942 29
    6      67    4625 73
    6      81    7904 58
    6      84     996 88
    6      85    5345 12
    6      94    2854 19
    6      96    3407 48
    6      99    3719 44
    6     101    5507 94
    6     103    1044 68
    6     107    5472 4
    6     111    5941 44
    6     114    1042 25
    6     122     638 37
    6     127    5374 99
    6     130    7755 7
    6     134    2904 2
    6     136    2178 99
    6     137    3577 68
    6     150    3396 21
    6     152    9618 81
    6     154    7918 2
    6     155    7692 40
    6     156    4352 88
    6     161    8897 42
    6     162    5721 39
    6     163    4977 87
    6     165    3262 52
    6     167    5297 8
    6     169    7212 76
    6     171    7645 50
    6     172    3954 30
    6     176    3306 76
    6     188    8185 64
    6     192    1580 51
    6     196    1015 16
    6     197    5466 66
    6     201    8168 2
    6     202    6244 84
    6     205    7871 36
    6     207    9783 61
    6     208    8538 81
    6     210      92 11
    6     219    1154 29
    6     222     873 100
    6     228    8098 40
    6     231    4354 18
    6     237    8787 62
    6     238    7004 2
    6     239    6118 9
    6     241      20 34
    6     244     956 30
    6     248    2704 39
    6     262    9067 92
    6     263    7754 84
    6     265    3567 57
    6     266    1575 84
    6     267     136 74
    6     275    2142 42
    6     283    2638 11
    6     284    7180 14
    6     288    2471 16
    6     290    2606 35
    6     300    3919 81
    6     302     722 44
    6     304    1145 18
    6     307    7594 50
    6     308    9865 93
    6     315    6872 8
    6     319     818 97
    6     326     889 64
    6     329    2903 7
    6     333    9994 62
    6     336    7462 21
    6     338    5957 26
    6     347    7457 32
    6     348    2088 20
    6     350    3988 89
    7       9    1849 78
    7      14     144 17
    7      21    5627 89
    7      24    2664 27
    7      27    9185 13
    7      28    6746 87
    7      30    7290 23
    7      31    8072 92
    7      34     166 96
    7      41    3107 54
    7      43    3594 51
    7      45    6063 98
    7      53    1550 18
    7      55    2855 52
    7      61    7444 80
    7      65    4389 21
    7      68    4875 79
    7      70    6393 36
    7      79    1287 63
    7      83    5510 69
    7      88    5129 91
    7      89     944 55
    7      95    7772 63
    7      96    5254 30
    7      99    2114 23
    7     100    3298 43
    7     101    7990 96
    7     106    4376 40
    7     107     265 49
    7     109    3367 9
    7     111    4146 2
    7     116    1712 25
    7     118    2999 7
    7     121    7168 8
    7     124    4351 92
    7     126    7686 54
    7     128     233 48
    7     134     570 43
    7     138    5394 57
    7     143    8066 88
    7     145    2486 80
    7     147    8402 93
    7     149     917 53
    7     151    1718 68
    7     155    5273 67
    7     157     584 77
    7     163    4631 10
    7     166    4776 48
    7     172    9110 62
    7     173    8601 86
    7     177    4013 95
    7     180    9245 95
    7     182    3059 43
    7     185    8147 30
    7     186    9536 92
    7     194    2504 97
    7     199     588 1
    7     200    6753 12
    7     202    9510 63
    7     203    1649 27
    7     205     522 65
    7     208     249 39
    7     210    3857 8
    7     211    8705 45
    7     212    9975 93
    7     213    8057 3
    7     215    9423 88
    7     217    2155 41
    7     226    2972 83
    7     228    2057 97
    7     231    6942 12
    7     234    3704 6
    7     237    6689 46
    7     238    9000 22
    7     240    9931 23
    7     242    5315 77
    7     246     242 71
    7     247    9951 52
    7     253    8500 89
    7     258    8847 100
    7     259    9445 7
    7     260     946 32
    7     264    5315 12
    7     266    8279 17
    7     267    4773 37
    7     269    2711 3
    7     275    9831 55
    7     277    5134 58
    7     279    1701 16
    7     280    5273 57
    7     283    2837 25
    7     287    7538 25
    7     290    2133 18
    7     292    2647 41
    7     294    2380 87
    7     295    7705 91
    7     296    5179 66
    7     301    6712 79
    7     306    2055 66
    7     307    8067 98
    7     310    8169 34
    7     311    7976 63
    7     312    5216 16
    7     313    4363 9
    7     315    6843 38
    7     323    8691 96
    7     328    2018 36
    7     332    9308 57
    7     339     395 82
    7     340    5488 13
    7     341    3521 12
    7     342    5238 89
    8       9    5095 89
    8      12    1445 49
    8      16    3407 3
    8      18    5187 67
    8      19    6501 20
    8      22    5913 8
    8      23    1789 45
    8      24    3110 43
    8      26    2405 63
    8      34    9328 3
    8      36    9846 68
    8      37    8181 17
    8      42     859 66
    8      45    8044 60
    8      46    6000 50
    8      48    3926 66
    8      50    6276 73
    8      54    1969 40
    8      56    9179 50
    8      63    7877 51
    8      70    1176 62
    8      72    5940 45
    8      73    4370 89
    8      74    4857 95
    8      75    6955 71
    8      76    1743 52
    8      80    1830 54
    8      88    3276 16
    8      91    2054 90
    8      92    7314 75
    8      95    7172 18
    8      97     484 93
    8     104    4067 51
    8     105    7459 31
    8     107    2651 92
    8     108    8429 3
    8     110    7944 97
    8     112    5302 69
    8     113    3760 77
    8     115    3409 31
    8     117    4959 40
    8     118    9148 14
    8     120    4411 61
    8     124    4920 86
    8     125    2521 27
    8     128     293 49
    8     129    1377 53
    8     130    8016 31
    8     137    5066 67
    8     140    3783 31
    8     147    4317 10
    8     153    6630 2
    8     158    3431 57
    8     160     898 55
    8     164     612 94
    8     170    4432 17
    8     179    8100 43
    8     185    6452 18
    8     187    1083 96
    8     188    1316 55
    8     193    5781 6
    8     195    1493 79
    8     198    1572 51
    8     200    9414 40
    8     201    3264 67
    8     202    3649 41
    8     211    2421 36
    8     222    9203 37
    8     227    3366 24
    8     229    6787 49
    8     231    8318 61
    8     234    6586 37
    8     235    2018 68
    8     238    7627 72
    8     242    1450 81
    8     247    2209 59
    8     249    2254 69
    8     253    9951 60
    8     261    4970 6
    8     262     791 9
    8     264    7511 87
    8     265    4439 76
    8     271    7311 99
    8     273    1506 64
    8     275    5243 86
    8     280    2007 9
    8     284    7257 97
    8     285    9657 68
    8     288     808 5
    8     289    6903 25
    8     293    6522 94
    8     295    5323 25
    8     302    8853 79
    8     303    2378 55
    8     304    6056 47
    8     305    7155 95
    8     306    2011 18
    8     308    9656 28
    8     309    1212 64
    8     311     104 46
    8     314    1656 96
    8     315    2306 11
    8     316    4315 42
    8     322     555 89
    8     326     180 95
    8     327    2496 68
    8     329     214 80
    8     335    4159 79
    8     337    2143 37
    8     338    4166 66
    8     346    7217 18
    8     347    4827 91
    9      15    7800 97
    9      22    1436 62
    9      24    7376 9
    9      25    4108 27
    9      30    7861 92
    9      33    1599 12
    9      34    7334 73
    9      37    8640 35
    9      39    4993 31
    9      40     396 37
    9      41    3347 24
    9      44    4964 52
    9      45    8181 69
    9      47    4270 90
    9      51    2352 81
    9      57    1874 21
    9      58    6217 92
    9      67    6571 100
    9      68    1214 100
    9      71    2405 19
    9      72    2393 3
    9      79    7163 95
    9      86    5497 90
    9      87    6011 55
    9      88    9129 15
    9      89     817 79
    9      90    8797 3
    9      93     415 88
    9      94    2984 4
    9      98    1120 86
    9     101    2451 37
    9     104    2431 100
    9     113    1499 1
    9     114    2316 8
    9     116    3139 29
    9     119    4049 87
    9     121    5593 4
    9     125    3292 97
    9     128    8596 87
    9     130    7274 60
    9     131    8118 88
    9     134    7258 19
    9     136    7483 98
    9     137    8023 83
    9     139    9661 70
    9     145    7360 35
    9     146    1707 61
    9     147    2436 29
    9     150    4830 96
    9     151    7567 44
    9     152    4771 42
    9     154     751 60
    9     156    3773 58
    9     157    1865 21
    9     158    5747 82
    9     162    6697 86
    9     163    1411 21
    9     165     728 12
    9     169    2793 74
    9     173    8664 47
    9     174    5814 45
    9     175    2520 63
    9     176    8979 30
    9     177     977 1
    9     181    6919 37
    9     187    7243 90
    9     190     824 100
    9     194    4448 42
    9     195    1663 69
    9     196    7946 88
    9     204    1388 87
    9     210    9664 86
    9     211    1016 24
    9     220    8269 91
    9     227    2960 95
    9     228    3356 95
    9     234    4446 100
    9     236    8234 9
    9     240    9257 29
    9     243    6913 38
    9     244    8994 2
    9     245    8905 75
    9     246    2395 59
    9     250     765 17
    9     251    8013 44
    9     253    1766 79
    9     255    3842 92
    9     257    3399 90
    9     258    4533 5
    9     259    8499 33
    9     261    7937 14
    9     264    2069 97
    9     275    9399 93
    9     276    2315 26
    9     280    1471 38
    9     284    2095 25
    9     286      14 84
    9     291    5369 26
    9     296    3754 50
    9     297    4561 14
    9     298     793 51
    9     300    8020 56
    9     301    8900 32
    9     302    3951 58
    9     314     145 99
    9     318    2062 68
    9     320     314 32
    9     322    8839 9
    9     323     908 30
    9     324    2908 99
    9     334    5772 63
    9     337    6108 94
    9     340     531 93
    9     344    3231 90
    9     345    6766 14
    9     349     330 94
   10      12    3595 77
   10      23    8686 71
   10      26    6057 68
   10      27    6364 9
   10      29    7581 1
   10      30    7618 79
   10      34    6467 33
   10      39    5259 35
   10      40    8685 87
   10      47    1804 95
   10      53    8778 6
   10      54    5025 6
   10      57    1450 67
   10      59    7439 44
   10      60    6900 30
   10      62    2758 48
   10      63    4129 43
   10      69    4628 38
   10      74    6518 91
   10      80    3685 31
   10      86    4815 42
   10      90    3857 24
   10      92    9905 59
   10      93    7348 66
   10      97    3825 38
   10     121    6224 87
   10     126    5293 27
   10     133    4468 91
   10     134    8580 33
   10     137     506 36
   10     139    6532 24
   10     144    5446 25
   10     146    5973 21
   10     148    4469 2
   10     150    6020 61
   10     151    2518 12
   10     155    6281 71
   10     156     522 100
   10     159    2207 63
   10     161    1589 66
   10     162    1053 2
   10     168    7997 84
   10     169    9114 69
   10     172    6123 14
   10     175    3528 15
   10     183    2910 5
   10     189      83 3
   10     191    7797 81
   10     194    9632 49
   10     196    1779 20
   10     198    2205 78
   10     200    8777 30
   10     203    7115 21
   10     207    9147 82
   10     208     471 76
   10     209    6896 43
   10     213    1661 98
   10     214    5906 26
   10     217    6473 32
   10     218    8594 44
   10     219    9182 67
   10     228    5688 29
   10     231    6359 21
   10     243    2663 64
   10     248    7486 31
   10     256    2505 27
   10     257    6374 3
   10     258    3174 11
   10     260    9745 46
   10     262    4297 59
   10     263    9663 61
   10     270    2619 47
   10     273    5568 36
   10     281    3832 63
   10     283    9186 83
   10     285    6592 70
   10     291    2073 99
   10     294    7318 14
   10     296    8711 49
   10     298    5515 90
   10     303    1867 37
   10     306    7902 15
   10     309     690 17
   10     310    4167 46
   10     312    5018 51
   10     313    5967 32
   10     315     733 47
   10     320    3146 7
   10     321    5672 52
   10     323    7354 6
   10     328    2792 88
   10     329    2314 99
   10     330    1187 99
   10     333    7150 97
   10     344    1667 35
   10     346    7575 43
   11      13      15 30
   11      18    9783 7
   11      20    5742 62
   11      26    6892 4
   11      27    7646 98
   11      33    2511 80
   11      35    1324 95
   11      36    9096 70
   11      37    8130 62
   11      38     845 90
   11      42    3805 42
   11      47     539 69
   11      52    7438 96
   11      57    6229 55
   11      64    2297 86
   11      70    2154 88
   11      75    1564 48
   11      80    1286 12
   11      84    4663 82
   11      90    6152 73
   11      91    5268 96
   11      94    4942 10
   11      96    8571 40
   11      97    6447 27
   11     105    2132 87
   11     107    1176 38
   11     108    7561 58
   11     112    6213 99
   11     118    8148 48
   11     119    8615 70
   11     122     110 6
   11     123    6512 60
   11     124    2870 9
   11     126    1314 13
   11     129    6737 45
   11     131     375 82
   11     138    7716 4
   11     141      93 14
   11     142    4536 45
   11     146    1475 8
   11     151    1385 24
   11     154    8961 85
   11     157    5187 69
   11     160    3342 72
   11     161    1984 45
   11     164    3359 59
   11     165    9571 79
   11     167    5359 23
   11     168    8719 80
   11     169    6965 96
   11     174    5531 30
   11     176    3556 25
   11     178    6377 38
   11     183    8008 30
   11     184    2228 1
   11     186       3 26
   11     200    5704 18
   11     203    2121 27
   11     204    6385 47
   11     205    2435 91
   11     207    8398 56
   11     213     266 12
   11     215    4377 13
   11     216    7543 85
   11     221    7353 23
   11     228    8758 69
   11     229     405 37
   11     231    1494 57
   11     236    8537 21
   11     238    5949 29
   11     241     402 64
   11     242    3559 47
   11     245    4387 30
   11     246    2953 23
   11     247    2894 44
   11     255    4980 49
   11     257    6538 56
   11     260    9146 9
   11     263    3822 97
   11     265    3387 78
   11     270    1934 72
   11     274     972 83
   11     282     744 63
   11     285     502 54
   11     292    8835 69
   11     296    2093 100
   11     299    6873 92
   11     303    9615 39
   11     305    9368 96
   11     315    2903 22
   11     318    4393 45
   11     321    1295 97
   11     322    2618 41
   11     325    5009 65
   11     330    6017 61
   11     333    3535 21
   11     336    9506 64
   11     338    1307 11
   11     340    4132 12
   11     341    3978 10
   11     347    4172 6
   11     349    4403 86
   12      14    2132 28
   12      16    4223 65
   12      18     995 21
   12      19    9763 49
   12      20    5312 79
   12      28    3789 81
   12      29    1095 7
   12      31    3475 60
   12      35    2376 38
   12      39    6016 3
   12      40    7696 86
   12      41    9988 1
   12      43     832 16
   12      49    9585 70
   12      50    1202 91
   12      56    4254 51
   12      58    1530 96
   12      59    3730 17
   12      64    2366 69
   12      65    1128 49
   12      80    5166 91
   12      81    9630 35
   12      85    8719 45
   12      86    5843 44
   12      87    2339 91
   12      89    7671 82
   12      90    2734 36
   12      96    5267 14
   12      98    1968 15
   12      99    7235 28
   12     100    9749 50
   12     102    4649 53
   12     105    8528 36
   12     106    3344 93
   12     114    1033 29
   12     121    7788 98
   12     123    3885 51
   12     131    6537 67
   12     132    1607 22
   12     137    2511 75
   12     138    2662 82
   12     144    7087 1
   12     153    8230 8
   12     157    7975 86
   12     158     556 25
   12     161    1475 26
   12     166    8545 45
   12     170     975 10
   12     173    2158 33
   12     181    1285 68
   12     182    8087 9
   12     189    7316 48
   12     190    6476 39
   12     193    8950 54
   12     195     905 86
   12     200    5901 30
   12     202    4883 85
   12     203    6500 14
   12     210    3573 27
   12     211      65 60
   12     213    6999 53
   12     214    4635 79
   12     217    4503 88
   12     219     826 54
   12     220    7387 4
   12     237    1371 82
   12     241    6224 76
   12     244    7741 1
   12     245    5851 79
   12     247    1668 27
   12     248      95 66
   12     250    9138 69
   12     252    9948 23
   12     254    8616 22
   12     255    2100 25
   12     256    7982 38
   12     259    6731 41
   12     266    1710 88
   12     267     537 43
   12     268    6689 25
   12     269    7117 1
   12     278    2506 22
   12     285    7468 4
   12     286    4585 29
   12     287    6388 12
   12     290    6427 61
   12     292    8092 71
   12     294    8083 37
   12     295     628 81
   12     297     447 45
   12     300    4597 44
   12     301    4623 22
   12     306     300 78
   12     307    8250 75
   12     308    9319 48
   12     309    6304 58
   12     312    6479 12
   12     313    8114 91
   12     316    9057 29
   12     329    7163 96
   12     334    2253 89
   12     336     549 99
   12     337    8216 2
   12     340    8283 36
   12     345    7359 13
   12     348    1196 36
   13      14    6937 50
   13      15    1352 64
   13      22    2102 91
   13      25    3868 63
   13      32    4958 60
   13      36    2420 92
   13      37    2164 83
   13      40    3801 80
   13      44    1526 86
   13      45    4131 73
   13      48    9053 40
   13      59    3758 90
   13      62    6473 31
   13      75    5453 21
   13      79    2095 42
   13      85    3896 34
   13      91    3601 79
   13      92    6419 94
   13      97    6239 67
   13      99    8102 37
   13     100     762 13
   13     107     934 55
   13     110    8869 59
   13     111    2628 53
   13     117    7021 64
   13     119    8329 52
   13     120    9966 80
   13     126    7381 77
   13     140    9891 37
   13     142    6633 44
   13     143    1758 28
   13     144    4668 24
   13     145    3414 43
   13     147    2649 61
   13     149    7944 17
   13     152    5179 55
   13     161    8243 67
   13     163    3045 79
   13     165    8889 28
   13     166    6606 16
   13     171    8735 4
   13     173    1308 54
   13     174    2520 97
   13     182    4453 54
   13     185    7090 91
   13     190    4346 64
   13     202    8204 12
   13     210    4750 6
   13     215    5256 67
   13     222    3397 54
   13     224    3462 66
   13     226    1588 74
   13     249     460 86
   13     251    1065 54
   13     253    1205 2
   13     254     841 21
   13     263    2248 8
   13     269    8324 57
   13     275    7384 9
   13     277    2811 25
   13     280    1712 93
   13     281     950 55
   13     286    5944 22
   13     291    5449 41
   13     292    8179 39
   13     293    3537 59
   13     296    9535 38
   13     301    3199 100
   13     302    9981 71
   13     304    8296 53
   13     305     107 81
   13     309    8277 98
   13     311    7426 30
   13     312    7696 6
   13     320    5457 66
   13     321    4572 55
   13     322    2073 24
   13     330    1138 17
   13     339     846 33
   13     340    9604 79
   13     344     711 3
   13     345    4891 38
   13     347    5538 5
   13     348    6368 88
   14      20    1208 24
   14      25    7062 59
   14      30    5167 81
   14      31    7170 2
   14      32    1929 18
   14      34    2354 9
   14      35    1437 16
   14      36     630 85
   14      48     341 74
   14      55     344 75
   14      60    7022 100
   14      63    3890 87
   14      64    5212 18
   14      67    1450 72
   14      68    2022 55
   14      71    9004 17
   14      74    1941 5
   14      77    3623 20
   14      78    5118 45
   14      81    4867 34
   14      86    9479 66
   14      87    1177 81
   14      88    8068 83
   14      91    6053 41
   14      92    4605 34
   14      99    3401 62
   14     100    7391 40
   14     101    3733 15
   14     104    6616 64
   14     108    4292 31
   14     111    4997 47
   14     114     530 71
   14     116    1365 58
   14     117     739 33
   14     123    1591 9
   14     125    1521 80
   14     129    2101 8
   14     137    5415 77
   14     138    6783 95
   14     140      49 80
   14     142     225 19
   14     146    6121 86
   14     149    4629 82
   14     157    5323 54
   14     159    5379 63
   14     161     573 7
   14     162    7309 48
   14     163    1457 93
   14     164    4489 63
   14     167    8570 19
   14     172    5883 96
   14     173    2744 27
   14     175    3786 11
   14     176    1550 73
   14     178     431 11
   14     183    9011 31
   14     186     383 89
   14     191     205 100
   14     193    7070 93
   14     196    7320 67
   14     200    3074 68
   14     205    6181 93
   14     209    7273 64
   14     217    8487 34
