  150    3352
   10     124    2175 83
   10     128    2446 55
   10     129    8420 7
   10     131    1713 16
   10     137    5790 34
   10     138    1147 43
   10     141    2749 92
   10     144    5389 37
   10     146    9697 96
   10     149    1005 61
   11      14    3230 11
   11      16    7556 61
   11      24    2598 41
   11      25    8468 51
   11      27     625 27
   11      30    8946 86
   11      34    1657 23
   11      36    4077 19
   11      40    4637 81
   11      51    8270 61
   11      53    5640 74
   11      56    1748 2
   11      57    8398 77
   11      63    3222 41
   11      65    2470 42
   11      68     436 68
   11      70    6718 57
   11      74    4011 96
   11      76    2351 57
   11      78    5810 84
   11      79    7305 42
   11      82    8946 17
   11      83    8334 97
   11      85    2468 95
   11      91    9919 67
   11      92    8583 100
   11     100    4075 13
   11     104    3110 29
   11     105    6789 3
   11     109    7937 20
   11     110    5459 11
   11     114     652 86
   11     118    1106 80
   11     121    7931 37
   11     123    3589 72
   11     125    9390 35
   11     131    9376 47
   11     134    8419 92
   11     139    8463 92
   11     140    4858 50
   11     145    1108 48
   11     150    7755 10
   12      17    8565 96
   12      19    3793 43
   12      20    4780 54
   12      22    8744 69
   12      25    5906 78
   12      26     994 59
   12      29    1729 18
   12      31    3674 2
   12      34    2179 29
   12      35    8553 87
   12      36    5675 54
   12      41    9119 49
   12      62    8582 44
   12      68    4639 43
   12      75    7397 65
   12      78     388 17
   12      80    8933 7
   12      82    5325 95
   12      86    4459 2
   12      90    5460 44
   12      91    7727 93
   12      92    9138 47
   12      94    8379 45
   12      98    8482 33
   12     101    8207 68
   12     103    1507 73
   12     104    3659 45
   12     108    9444 58
   12     110    3696 88
   12     112    8848 90
   12     113    6765 82
   12     115    8892 70
   12     116     767 66
   12     126    8670 68
   12     127    3591 76
   12     130    8331 75
   12     131    8559 76
   12     133    1793 2
   12     139    1577 51
   12     143    4421 55
   12     146    9496 48
   13      15    2409 82
   13      17    5987 18
   13      23     773 47
   13      24    5866 79
   13      27    8733 80
   13      28    2973 6
   13      29    2699 22
   13      41    2119 79
   13      42    9799 94
   13      48    8412 45
   13      54    5696 90
   13      56    9604 25
   13      57    6100 65
   13      60    5706 60
   13      62    4629 90
   13      63    3045 13
   13      65      99 35
   13      71    5528 68
   13      72    7341 11
   13      73      71 55
   13      75    2252 47
   13      78    1122 68
   13      79    4339 11
   13      85    3524 80
   13      86    7977 91
   13      89    1351 88
   13      93    1696 77
   13      95    9569 88
   13      96    2129 55
   13     100    2251 56
   13     101    6591 5
   13     104    2321 63
   13     105    8158 88
   13     112    1151 39
   13     116    4178 68
   13     117    6477 85
   13     120    1787 70
   13     123    4586 16
   13     126    2416 27
   13     130      29 30
   13     138    9404 15
   13     139    7799 100
   13     140    4008 21
   13     146    9701 63
   13     147     389 79
   13     149    7404 28
   14      19    6101 50
   14      21    7997 46
   14      27    1408 72
   14      28    5690 80
   14      29    8138 9
   14      30    7825 1
   14      34    6405 77
   14      35    3623 62
   14      40    8657 38
   14      41    3683 32
   14      43    9303 79
   14      48    4979 14
   14      58    2845 44
   14      68    7373 16
   14      71    2143 87
   14      77    5872 33
   14      81    2602 81
   14      92     202 85
   14      93    7913 63
   14      95     777 46
   14      99    1930 31
   14     100    9200 20
   14     105    8728 98
   14     106    7932 49
   14     107    8389 54
   14     109     299 35
   14     110    9056 66
   14     114     530 67
   14     120    7002 44
   14     122    6597 85
   14     123    3845 23
   14     125    2656 76
   14     127    3623 8
   14     130    5690 41
   14     137    6437 78
   14     141     524 98
   14     145    3077 86
   14     147    1300 32
   14     148    5944 34
   14     149    6332 90
   14     150    7180 49
   15      17    8335 29
   15      19     529 58
   15      25    4954 27
   15      26    9815 82
   15      30    9234 88
   15      31    8157 7
   15      37    3710 24
   15      43    7554 69
   15      50    4638 36
   15      52    9256 68
   15      57    2086 91
   15      59     569 70
   15      63    8966 70
   15      64    7363 92
   15      73     978 25
   15      75    2954 29
   15      79    7718 55
   15      81    9840 30
   15      82    6095 74
   15      83    8577 84
   15      85    2882 76
   15      88     109 45
   15      90    3019 61
   15     100    8376 85
   15     102    9430 96
   15     103    4423 3
   15     106    2983 55
   15     108    1640 2
   15     111    9957 81
   15     118    3288 73
   15     123    1346 42
   15     129    2103 34
   15     131     468 75
   16      25    8842 19
   16      27     192 90
   16      31    6075 51
   16      33    1896 46
   16      36    9658 65
   16      39    4053 13
   16      43    6722 87
   16      45    4891 27
   16      46    8855 51
   16      49      19 44
   16      61    4293 81
   16      62    1502 69
   16      66     196 45
   16      68    2369 7
   16      72    6159 36
   16      74    6449 7
   16      75    4207 30
   16      76    6360 23
   16      81     686 8
   16      82    8732 80
   16      84    4463 10
   16      86    4067 83
   16      94    9253 37
   16      96    1915 57
   16      99    8633 4
   16     102    1949 93
   16     104    4114 28
   16     107    3499 49
   16     111     789 70
   16     122    2883 50
   16     124     946 26
   16     126    1759 81
   16     131      69 48
   16     139    3001 50
   16     140    2861 17
   16     142    7810 22
   16     145    3039 61
   16     146     462 50
   16     149    4350 26
   17      20      71 2
   17      24    9664 42
   17      30    2664 45
   17      35    1536 65
   17      42    9490 29
   17      45    9972 40
   17      46    5184 78
   17      48    9195 67
   17      51    2424 67
   17      63    8473 92
   17      66    8689 84
   17      67    3658 55
   17      70    2751 46
   17      72    6791 85
   17      73    4248 79
   17      74    7244 88
   17      78    7467 69
   17      80    8044 86
   17      89    8566 24
   17      93    9613 51
   17      96    5294 31
   17      97    8533 27
   17      99    1992 44
   17     103    8313 100
   17     111    5290 47
   17     113    3995 18
   17     115    3515 65
   17     116    4496 31
   17     123    3301 98
   17     126    4014 72
   17     145    9886 29
   17     147    6898 56
   17     148    6305 43
   18      19    1151 43
   18      20    2773 12
   18      28    1424 85
   18      29    1740 94
   18      33    8883 92
   18      36    4056 30
   18      38    9945 42
   18      39    7151 50
   18      44    1559 61
   18      46    7018 46
   18      47    5086 10
   18      49    7411 73
   18      56    7584 10
   18      57     644 6
   18      61    4393 78
   18      66    7200 78
   18      67    9488 80
   18      69    6470 25
   18      76    6015 88
   18      78    8227 67
   18      80    5224 81
   18      87    1120 14
   18      90    3322 29
   18      91    4185 13
   18      93    6434 38
   18      94    4902 74
   18      95    2987 57
   18      98    8571 13
   18     116    5720 9
   18     118    3733 33
   18     120    5532 74
   18     124    2403 71
   18     126    8537 7
   18     127    1931 39
   18     128    6635 96
   18     130    4350 20
   18     142     982 90
   18     145    1189 21
   19      20    7586 90
   19      23    4408 42
   19      24    4855 10
   19      26     746 33
   19      35    9424 6
   19      36    4759 93
   19      37    3877 89
   19      38    7011 58
   19      45     193 31
   19      55    6228 92
   19      57    2263 52
   19      60    8357 25
   19      61    4434 69
   19      62    9750 5
   19      64    8920 22
   19      69    6228 49
   19      73    5844 28
   19      74    5408 14
   19      76    4749 7
   19      78    8114 23
   19      79    2157 66
   19      81    1971 86
   19      82    9415 11
   19      85    1542 79
   19      90    1826 27
   19      94    2927 61
   19      99    5633 22
   19     102    8648 16
   19     106    1622 10
   19     107    1685 55
   19     111    9908 24
   19     113     941 91
   19     114     499 72
   19     120    6719 91
   19     124    6946 26
   19     128    8484 93
   19     130    7900 39
   19     134    2455 15
   19     138      76 47
   19     142    6001 69
   19     144    5234 94
   19     145    3230 19
   20      29    1505 73
   20      34     665 45
   20      36    6517 5
   20      37    7834 52
   20      38    8189 69
   20      45    6217 30
   20      48     366 34
   20      49    3943 88
   20      63     478 60
   20      65    1373 65
   20      66    7112 9
   20      70     979 47
   20      71     642 94
   20      79    7358 36
   20      81    1338 100
   20      83    7407 45
   20      84    8272 7
   20      90    3434 24
   20      91    8940 8
   20      94    4695 28
   20      95    9611 59
   20      96    2965 37
   20      97    3833 29
   20      99     327 95
   20     111    4272 50
   20     114    2709 80
   20     117    8267 7
   20     119    2482 45
   20     125      42 13
   20     126    1789 84
   20     127    8188 15
   20     128    3616 31
   20     130    6815 57
   20     132    1898 40
   20     138    8847 47
   20     139    8566 58
   20     141     909 11
   20     144    1015 55
   20     147    9889 32
   21      24    7613 86
   21      26    6778 70
   21      28      91 11
   21      29    8788 74
   21      40    4776 6
   21      42    8164 3
   21      44    4884 28
   21      45     197 70
   21      48    5781 16
   21      50    5444 11
   21      59    5862 59
   21      60    8517 26
   21      67    4102 72
   21      71    3830 12
   21      73    6024 84
   21      75    8017 57
   21      88     387 8
   21      90     305 39
   21      92    7906 100
   21      94    3554 12
   21     100    7747 47
   21     103    9030 7
   21     105    1428 65
   21     107    4172 59
   21     117    7599 13
   21     119    2070 17
   21     122    7309 77
   21     125    9373 53
   21     126    6661 19
   21     129    1714 89
   21     131    5760 96
   21     133    9486 12
   21     135     282 25
   21     139    8163 4
   21     142    3590 4
   21     145    2615 84
   21     147    4934 77
   22      28    1881 100
   22      31    1171 47
   22      33    1407 63
   22      37     501 23
   22      38    2496 76
   22      40    8968 3
   22      43    5818 29
   22      45    2670 90
   22      49    4373 65
   22      52    9277 100
   22      54     914 52
   22      57     896 27
   22      58     845 4
   22      59    9456 14
   22      61    6502 24
   22      63    3184 53
   22      67    4275 28
   22      71    4568 42
   22      75     900 85
   22      77     632 59
   22      79     992 45
   22      80    5531 35
   22      84    1034 23
   22      88    6431 63
   22      99    5533 22
   22     104    8366 4
   22     113    5006 50
   22     121     485 89
   22     127     863 39
   22     128     877 98
   22     129    4444 61
   22     132    7917 51
   22     133     668 12
   22     134    3281 73
   22     136    8316 94
   22     139    3793 76
   22     149    2747 16
   23      27     287 76
   23      29    5584 28
   23      34    1468 70
   23      35    4233 100
   23      42    9903 60
   23      44    9933 86
   23      54    9262 2
   23      56    6864 98
   23      58     363 57
   23      60    7518 61
   23      65    7747 26
   23      67     755 41
   23      69    4850 58
   23      71    4137 32
   23      72    3671 58
   23      78    5841 5
   23      80     849 57
   23      81    4253 42
   23      84    3928 29
   23      86    1459 82
   23      95    7490 48
   23      96    8439 42
   23      99    5673 26
   23     102    9702 79
   23     109    6907 27
   23     110    5188 18
   23     114    4972 37
   23     118    8609 95
   23     122    3145 16
   23     125    1812 29
   23     149    1460 80
   24      27    5250 96
   24      28    6879 65
   24      31    1601 93
   24      32    7938 79
   24      33    9090 81
   24      41     399 97
   24      42    3128 74
   24      43    2183 1
   24      47    8092 12
   24      52      40 56
   24      53    1621 22
   24      60    7424 99
   24      64    9047 75
   24      77    5626 100
   24      84    1137 38
   24      86    2500 34
   24      89    4719 1
   24      91     679 51
   24      92     468 59
   24      97    1537 100
   24      99    8191 20
   24     104    2580 10
   24     106    3981 88
   24     107    5613 21
   24     111    4496 27
   24     113    3678 12
   24     114    3216 34
   24     115    5415 97
   24     117    1918 36
   24     120     821 6
   24     123    8472 91
   24     124    7928 60
   24     136    1952 58
   24     141    4763 62
   24     145    2970 42
   25      28    2872 31
   25      33    5019 4
   25      39    9888 8
   25      40    4981 7
   25      61    3410 12
   25      63    9588 92
   25      64    1721 76
   25      65     649 82
   25      66    7469 26
   25      68    9067 50
   25      69    4974 17
   25      70    7649 52
   25      81    6624 31
   25      82    2800 32
   25      83    2767 60
   25      87    4370 74
   25      88    6935 33
   25      93    4574 98
   25      94    8601 67
   25      97    3566 50
   25      99    5905 19
   25     100    5347 37
   25     105    9240 22
   25     107    8452 81
   25     111    8782 29
   25     114    1521 96
   25     116    1775 95
   25     119    2942 45
   25     121    6144 38
   25     122    3665 28
   25     129    7459 85
   25     136      88 41
   25     141      22 23
   25     143    3488 58
   25     144    4551 50
   25     145    5862 27
   25     148    1346 88
   26      31    1378 83
   26      32    1453 81
   26      34    8264 53
   26      39    6351 60
   26      47    6915 58
   26      48    5198 70
   26      51      81 38
   26      52    1698 72
   26      59    9351 33
   26      60    8756 96
   26      62    9304 25
   26      64    4708 23
   26      68    9051 75
   26      69     791 47
   26      71    8487 76
   26      74     508 88
   26      75    3962 49
   26      81    4139 82
   26      82    4919 34
   26      90    8223 60
   26      91    4859 56
   26      97    9780 10
   26     105    5300 8
   26     108    3152 18
   26     109    1723 60
   26     113    1424 83
   26     115    6844 7
   26     116    2855 78
   26     124      79 79
   26     125    4997 17
   26     127    5443 95
   26     131    3897 34
   26     132    4116 42
   26     137    4597 2
   26     139     640 94
   26     143    1629 46
   26     144      43 80
   26     145     217 63
   26     146    1073 36
   27      28    5246 11
   27      34    6721 14
   27      44    5287 47
   27      46    9499 50
   27      51     641 57
   27      58      81 13
   27      67    3240 77
   27      71    9407 44
   27      74    7379 75
   27      79    9016 14
   27      82    1820 1
   27      84    1324 37
   27      89    7261 80
   27      92    2133 6
   27      93    6837 62
   27     105    1307 99
   27     106    6843 4
   27     113    2716 89
   27     115    3812 34
   27     120    1630 80
   27     123    3070 14
   27     124    9933 62
   27     125    8389 55
   27     128    6541 97
   27     132    3854 15
   27     135    8330 7
   27     137    3475 6
   27     138    5139 83
   27     145    6266 6
   27     146    8486 39
   27     150     309 30
   28      29    4215 1
   28      30    9009 60
   28      37    1222 93
   28      40    9116 2
   28      41    7464 29
   28      43     624 94
   28      46    2231 50
   28      48    6301 8
   28      49    1020 55
   28      50    4783 9
   28      52     243 85
   28      53    4621 80
   28      60    1466 50
   28      63    4003 38
   28      65     262 44
   28      69    1366 54
   28      72    4946 11
   28      75    3661 64
   28      81     861 68
   28      83    1468 25
   28      86     498 27
   28      88    4424 51
   28      90    8454 81
   28      93    5723 99
   28      95    2600 28
   28      96    1331 79
   28      98    4429 42
   28     100    7824 46
   28     101    7171 11
   28     112    7431 31
   28     119    9033 93
   28     120    3106 21
   28     123    1087 83
   28     125    5771 63
   28     129    8204 11
   28     130    2675 77
   28     132    8913 55
   28     133    5150 75
   28     135    5114 8
   28     137    3055 12
   29      30    5123 15
   29      38    9507 50
   29      39     863 84
   29      43    3190 88
   29      51    8864 55
   29      52    7150 41
   29      53    4321 59
   29      57    6862 83
   29      63    5647 83
   29      66    8004 29
   29      72    2250 24
   29      76    8669 76
   29      77    5588 53
   29      84    9433 43
   29      92    1555 49
   29      95    2003 1
   29      96    8337 89
   29      98    9334 72
   29     104    8929 28
   29     109    9522 17
   29     115    7105 66
   29     117    8151 39
   29     118    4846 69
   29     121    2667 31
   29     128    6409 67
   29     131    3565 32
   29     134    1990 73
   29     135    1861 87
   29     137    6604 66
   29     145    9275 61
   30      31    1986 63
   30      32     504 12
   30      34    4681 12
   30      36    2793 38
   30      37    6751 72
   30      43    1027 60
   30      44    6834 48
   30      47    1710 5
   30      48    5087 29
   30      58    3901 52
   30      59      76 55
   30      62    8156 64
   30      63     683 66
   30      66    6008 36
   30      70    2502 27
   30      72    6627 31
   30      73    5361 90
   30      75    3764 65
   30      78    8053 55
   30      84    1435 78
   30      85    8785 78
   30      89    5802 11
   30      90    6742 59
   30      91    3890 82
   30      95    6637 56
   30     115    6059 17
   30     116    3173 87
   30     117    3350 27
   30     122     976 61
   30     125    2696 28
   30     129    8350 74
   30     134    3921 81
   30     137    1190 24
   30     146    4445 23
   31      35    5263 73
   31      36    1477 67
   31      37    6106 42
   31      40    7922 18
   31      42    3619 26
   31      45    8439 19
   31      46     238 2
   31      47    6197 89
   31      48    2637 61
   31      50    5928 98
   31      52    7727 90
   31      55    5099 84
   31      63    6758 48
   31      67    8276 22
   31      68    2202 97
   31      69     236 50
   31      70     461 71
   31      73     888 8
   31      74    7520 25
   31      77    1041 84
   31      78     665 70
   31      89    9580 100
   31      90    8262 48
   31      93     379 56
   31      94    2168 16
   31      95    2997 95
   31     102     908 75
   31     108    9452 80
   31     115    3968 10
   31     119    4559 76
   31     120    1058 28
   31     125    9232 96
   31     126    8233 55
   31     129    8912 87
   31     130    5862 48
   31     133    1591 97
   31     137    4869 57
   31     140      79 77
   31     143    7130 47
   31     145    3518 12
   31     148    8022 10
   32      33    8223 32
   32      36      18 86
   32      37     712 47
   32      41    9646 24
   32      42    9983 18
   32      43    2166 39
   32      45    8712 41
   32      54    9793 56
   32      56    9594 25
   32      59     807 42
   32      66    8304 86
   32      67    8398 51
   32      68    2209 98
   32      72      40 5
   32      73    2539 19
   32      80    7466 29
   32      83    6616 48
   32      88    1516 38
   32      94     892 50
   32      96    4536 43
   32      99    8048 22
   32     104    2471 55
   32     107    2286 21
   32     109    8486 97
   32     112    7817 25
   32     114    9864 44
   32     117    2896 57
   32     120    2735 25
   32     121    8396 42
   32     122    2452 18
   32     124    4961 76
   32     128    7375 44
   32     130    5144 48
   32     132    4657 42
   32     135    9237 25
   32     141    6054 81
   32     144    8071 68
   33      36    7467 50
   33      40    1357 9
   33      44     567 33
   33      49     123 33
   33      51    1655 39
   33      52    5027 82
   33      54    6965 43
   33      55    2382 70
   33      60     945 26
   33      61    1529 8
   33      62    8519 25
   33      64    6598 47
   33      67    4832 26
   33      69    3260 74
   33      74    7924 20
   33      93    1912 68
   33      94    6521 14
   33      96    4649 82
   33      98    8823 100
   33      99    1540 84
   33     101     950 92
   33     102    2383 82
   33     104    9436 1
   33     105    5928 72
   33     107    6719 12
   33     108    5318 65
   33     111    3770 16
   33     113    4804 67
   33     124    3458 77
   33     127    2330 54
   33     132    9886 86
   33     147    5177 40
   33     148    9818 30
   34      35    6430 73
   34      39     612 56
   34      41     905 1
   34      43    9174 50
   34      46    2747 81
   34      51     368 41
   34      56    6541 20
   34      63    6483 90
   34      65    6064 91
   34      66     731 88
   34      70    4063 39
   34      72    7687 99
   34      73     986 91
   34      75    7153 60
   34      92     930 84
   34      93    4995 66
   34      96    6068 90
   34      99    4356 64
   34     100    5054 17
   34     101    9532 3
   34     102    4179 24
   34     104    2592 40
   34     106    9513 80
   34     107    1809 69
   34     109    7404 79
   34     111    9285 23
   34     114    2217 53
   34     115    2645 37
   34     116    5669 95
   34     119    4058 48
   34     122    5786 96
   34     127    4365 47
   34     131    1357 29
   34     133    1286 5
   34     135    4461 15
   34     138    4620 85
   34     142     901 29
   34     146    4778 41
   34     150     112 28
   35      38    9689 67
   35      41    7298 33
   35      42     318 96
   35      47    2699 71
   35      49    9252 9
   35      50    6094 29
   35      51    6214 19
   35      56     774 4
   35      57     556 19
   35      67     623 59
   35      69    1670 71
   35      70     394 77
   35      73    7545 49
   35      75    1811 95
   35      87    5448 40
   35      89    2603 3
   35      90    7583 9
   35      92    7399 40
   35      94    8107 14
   35      95    3965 53
   35      96     265 14
   35      99    2462 93
   35     105    2055 88
   35     106    4601 9
   35     108    6586 71
   35     110    1408 85
   35     113    2158 82
   35     114    2370 52
   35     116    3045 23
   35     118    9156 8
   35     119     453 31
   35     122    4848 7
   35     124    7975 26
   35     127    4126 32
   35     129      11 42
   35     134    9402 69
   35     140      81 90
   35     144    4048 36
   35     146    8716 99
   35     148    8890 76
   35     149    6739 67
   36      38    1128 90
   36      45    5422 22
   36      46    7638 97
   36      51     320 95
   36      57    2965 37
   36      62    4186 80
   36      64    3030 33
   36      77    5651 43
   36      93    9040 35
   36      97    5628 81
   36      99    1140 100
   36     100    3493 41
   36     105    7962 40
   36     107    4982 7
   36     110    9238 32
   36     112    1030 42
   36     114    4410 94
   36     117    9948 22
   36     120    4318 57
   36     121    2358 55
   36     124    9942 38
   36     126    6575 71
   36     127    6427 79
   36     129    4856 67
   36     133    4328 59
   36     134    7744 83
   36     141    6338 38
   36     143    6613 98
   36     144    1235 10
   36     146    4251 96
   36     148    8073 72
   37      40    3205 30
   37      41    1730 62
   37      43    8913 4
   37      44    1615 47
   37      46    6620 82
   37      49    1716 82
   37      50    3640 6
   37      52    2580 21
