  200    5969
    4      46    2024 20
    4      48    7901 19
    4      62    8592 22
    4      63    8620 64
    4      66    1210 89
    4      72    5762 6
    4      83    7115 63
    4      92    2411 30
    4      94      48 33
    4      97    1826 43
    4     100    1987 86
    4     107    3862 16
    4     109    9368 10
    4     110    3266 27
    4     113     376 25
    4     119    7385 60
    4     121    1768 70
    4     126     664 89
    4     131    4545 34
    4     135     670 99
    4     137    4202 27
    4     138     718 7
    4     143    9756 29
    4     144     397 27
    4     145    9026 43
    4     150    6259 82
    4     156    1178 19
    4     157    2445 83
    4     158    8712 58
    4     165     287 36
    4     173    4317 79
    4     179    2456 94
    4     181    4894 84
    4     185    6306 76
    4     190     227 76
    4     192    8012 42
    4     196    9662 2
    4     198    1307 12
    5       6    7871 60
    5       7    3096 50
    5       8    8132 18
    5      10    4921 76
    5      11    1975 40
    5      12    3511 44
    5      14    8728 75
    5      16    9474 90
    5      23    3425 99
    5      26    5764 66
    5      30    3592 78
    5      31    4345 89
    5      34    2595 92
    5      35    2055 63
    5      37    6717 34
    5      40    1173 62
    5      45    6247 9
    5      47    6645 12
    5      48    6007 96
    5      50    9272 62
    5      57    2388 78
    5      65    9223 62
    5      67    1509 89
    5      73    5350 68
    5      74    8230 96
    5      83    5928 75
    5      90    5345 99
    5      93    5525 80
    5      97    1128 34
    5      98    1246 21
    5     106    2908 4
    5     107    2695 19
    5     109    9141 66
    5     110    7348 26
    5     127    9654 76
    5     131    6818 9
    5     132     381 66
    5     133    9822 81
    5     139    5418 91
    5     160     399 58
    5     165    3394 1
    5     166      87 5
    5     168    7944 82
    5     169    8197 77
    5     172    3253 38
    5     175    6548 76
    5     179    6826 35
    5     180    2414 20
    5     181    3282 35
    5     183    8536 55
    5     184      55 56
    5     188    4889 67
    5     189    7881 57
    5     192    8458 14
    5     196    4710 85
    5     199    2389 76
    6      14    5054 19
    6      18    2655 8
    6      19     756 36
    6      24    6377 77
    6      25    4611 33
    6      27    6323 32
    6      28    5522 89
    6      30    6698 24
    6      31     662 34
    6      34    3284 1
    6      37    3897 74
    6      39    4950 26
    6      43    6873 87
    6      45    5789 2
    6      49     154 79
    6      54    1145 7
    6      59    9062 23
    6      60    6767 1
    6      61     563 98
    6      69    9801 56
    6      75    6888 79
    6      78    3179 62
    6      80    7755 85
    6      81    2612 36
    6      85    2574 18
    6      91    8876 16
    6      94    8305 54
    6      96    1716 26
    6      97     144 44
    6     100    5314 16
    6     103    1768 44
    6     106    5267 74
    6     108    2551 35
    6     109    5827 35
    6     112    6076 13
    6     113    7149 84
    6     114    1973 40
    6     117    9796 93
    6     121    1316 24
    6     123    2262 11
    6     126    7912 66
    6     128    1229 85
    6     130    3711 22
    6     133    9994 85
    6     138    2796 63
    6     140    2606 67
    6     142    8781 53
    6     144    9267 94
    6     145    2271 69
    6     157    7716 45
    6     164    1727 51
    6     173    5505 33
    6     183    3365 96
    6     184    7770 74
    6     188    5450 12
    6     189       9 11
    6     190    2312 13
    6     193    3302 51
    7       8    2705 69
    7      10    2225 1
    7      12    8294 4
    7      13    5884 45
    7      15     781 19
    7      17    6456 44
    7      19    2715 82
    7      23    4569 36
    7      24    7553 9
    7      25    6005 78
    7      28     848 32
    7      31    3606 71
    7      33    9541 25
    7      38    5538 17
    7      46    1242 60
    7      52     446 21
    7      61    6968 45
    7      62    1697 23
    7      63    4631 1
    7      66    3499 21
    7      68    8861 70
    7      69    1685 43
    7      71    1539 88
    7      73      57 47
    7      74    5613 15
    7      75     440 39
    7      76     656 80
    7      77    3671 87
    7      82    1889 71
    7      83    6322 100
    7     101     112 32
    7     102    1594 69
    7     107    2748 81
    7     108    5175 65
    7     109    2014 35
    7     110    6641 54
    7     112     525 54
    7     122     752 40
    7     123    8601 87
    7     126    2763 31
    7     128    1511 6
    7     130    2466 30
    7     131    9477 46
    7     135    8147 7
    7     137    8944 86
    7     138      14 7
    7     148    2992 54
    7     151    3895 32
    7     163    6100 83
    7     164    8389 72
    7     166    7845 30
    7     168    7320 23
    7     169    2263 97
    7     170    8881 17
    7     179    6862 89
    7     182    2625 69
    7     184    9814 77
    7     186    4982 31
    7     187    8496 17
    7     189    8366 65
    7     190     978 85
    7     193     972 16
    7     198    8381 19
    8      10    1269 94
    8      11    4125 75
    8      17    5819 34
    8      19    8376 25
    8      30    3901 97
    8      32    9165 94
    8      33    4671 9
    8      39    6514 76
    8      40     963 2
    8      42    1615 100
    8      47    4654 96
    8      53    9210 58
    8      54    2895 81
    8      55    1527 47
    8      58    1851 25
    8      64    5888 79
    8      69    5876 39
    8      71    1692 80
    8      75    3059 52
    8      84    9642 3
    8      85    9657 97
    8      88    5747 60
    8      89    8768 24
    8      90    2518 54
    8      93    1457 19
    8      96     201 83
    8      97    7104 39
    8     104     459 30
    8     110    1435 97
    8     112    7853 11
    8     113    7162 26
    8     114    3921 14
    8     115     522 28
    8     124    5989 22
    8     127    7233 97
    8     131     807 17
    8     132    6906 83
    8     134    1630 11
    8     138    9847 17
    8     139    6526 73
    8     140    9983 2
    8     141    9021 19
    8     145    7172 76
    8     146    1179 49
    8     156    8167 32
    8     163    2435 18
    8     172     605 33
    8     174    3110 1
    8     176     700 89
    8     178    9281 99
    8     182    2723 62
    8     185    1929 69
    8     192    2316 38
    8     196    1784 24
    8     200    9361 63
    9      11     882 9
    9      14    3260 74
    9      16      12 77
    9      21    5862 26
    9      23    9879 77
    9      25    3292 18
    9      26    7122 87
    9      31    8660 16
    9      34    8342 32
    9      36    2493 3
    9      37    7590 39
    9      38    8314 48
    9      42    4010 13
    9      43    1146 50
    9      45    2390 18
    9      46    4227 94
    9      50    5944 23
    9      51    6333 43
    9      54    1066 51
    9      55    2565 47
    9      56    5942 56
    9      64    3724 3
    9      68    8780 80
    9      70    7827 84
    9      73    6907 94
    9      79    2654 77
    9      81     278 20
    9      82    1472 35
    9      83    4533 27
    9      85    9551 18
    9      97     826 5
    9     106    5459 73
    9     107    9173 17
    9     113    6011 18
    9     116    7687 59
    9     120    9889 56
    9     121    5593 29
    9     123     165 55
    9     126    9221 4
    9     131    8222 27
    9     132    3383 42
    9     136    8234 98
    9     142    2094 66
    9     145    1663 39
    9     146      95 89
    9     153    2519 67
    9     158    3887 96
    9     160     278 12
    9     161    7647 87
    9     163    3596 57
    9     165    9938 45
    9     166    7193 29
    9     168     259 35
    9     171    8658 4
    9     172    5094 50
    9     176    4138 17
    9     179    4763 35
    9     180    7899 79
    9     184    7134 20
    9     188    7664 23
    9     199    8415 71
    9     200    2531 32
   10      11     144 63
   10      21    1679 93
   10      26    1195 15
   10      31    3832 21
   10      36    1546 18
   10      47    2086 92
   10      50    9837 56
   10      56    8487 2
   10      60    4801 4
   10      64    4131 71
   10      65     733 61
   10      69    9827 67
   10      70    9732 69
   10      78    2792 79
   10      81    4759 22
   10      82     944 24
   10      85    2860 92
   10      86    1868 70
   10      88    5193 35
   10      90    5335 60
   10      96    3957 5
   10      98     489 41
   10     100     601 36
   10     111    1750 56
   10     114     224 73
   10     119     701 98
   10     121     500 31
   10     123    1576 40
   10     132    4520 24
   10     137    7113 76
   10     138    8386 8
   10     140    9750 93
   10     149    9594 22
   10     155    7361 2
   10     160    4167 18
   10     163    3515 16
   10     176    6055 82
   10     178    2446 26
   10     180    6333 24
   10     182      52 9
   10     184    3405 66
   10     191    2749 77
   10     193     516 19
   10     194    3408 29
   10     197    7070 46
   10     198    7341 89
   11      14    8389 43
   11      15    9957 6
   11      16    2661 62
   11      20    8693 81
   11      25     650 4
   11      26     476 52
   11      32    8378 4
   11      33    2511 78
   11      35    2468 28
   11      37    8990 35
   11      46    7615 54
   11      49    4481 55
   11      50    4571 51
   11      51    3711 38
   11      52    4124 18
   11      55    1665 97
   11      56    8783 34
   11      58    5309 99
   11      66    7543 60
   11      70    7324 59
   11      80    1439 75
   11      81    4898 26
   11      84    4701 20
   11     101    7309 3
   11     104    6047 85
   11     105      25 74
   11     108    1612 80
   11     111    4251 9
   11     113    6873 76
   11     120    8718 55
   11     122    1565 49
   11     125    6068 42
   11     128    6658 85
   11     133    1529 16
   11     134    9285 55
   11     136    4204 32
   11     141    8514 69
   11     149    9803 1
   11     150     654 10
   11     151    4097 32
   11     155    5904 22
   11     158    2081 42
   11     161    9529 91
   11     163     376 5
   11     169     145 91
   11     170    3583 49
   11     171    1325 27
   11     172     880 49
   11     175    6236 88
   11     176    1659 100
   11     177    9151 68
   11     180    6017 60
   11     181    1843 93
   11     184    5965 26
   11     188    5845 97
   11     198    7740 79
   12      19    3011 62
   12      23    3596 74
   12      25    2393 5
   12      26    6276 28
   12      32    1701 81
   12      39    1834 88
   12      41    7352 25
   12      47     447 51
   12      50    7735 73
   12      54    1126 90
   12      55    9165 42
   12      57    8250 83
   12      61    4498 45
   12      65    1557 97
   12      66    1502 2
   12      71    7934 1
   12      83    9242 55
   12      86    3605 64
   12      87    6410 75
   12      92    5290 26
   12      93    7262 81
   12      95    8663 97
   12      96    1439 41
   12      98    7147 11
   12      99    8331 25
   12     103    1182 53
   12     104    4887 45
   12     106    2376 37
   12     116     767 73
   12     119    2484 90
   12     120    4586 30
   12     129    4432 80
   12     132    3660 55
   12     137    1342 95
   12     144    7087 2
   12     147    2982 22
   12     148    1196 71
   12     149    1060 98
   12     150    7910 86
   12     152    7112 80
   12     158    6489 85
   12     165    3815 51
   12     168    3888 91
   12     170    5799 61
   12     173    2158 93
   12     174    9054 79
   12     178    5449 24
   12     179    3189 50
   12     184    2253 24
   12     191    1616 52
   12     192    4519 21
   12     193    2723 20
   12     197    2375 97
   13      16    8803 73
   13      20    1901 15
   13      25    6491 60
   13      29    2725 8
   13      42    2668 27
   13      48    7720 85
   13      49    2426 44
   13      50    4797 63
   13      54    8218 3
   13      57    1269 31
   13      59     268 44
   13      60    3640 22
   13      61    8405 50
   13      63     164 13
   13      64    8169 73
   13      68    9940 49
   13      73     773 51
   13      74    2280 95
   13      78     147 85
   13      85    3524 85
   13      86     104 9
   13      92    2355 6
   13      94     370 6
   13     101    6654 48
   13     105    2499 45
   13     106    3166 74
   13     108    8692 59
   13     117    6477 80
   13     119    6021 98
   13     121     277 89
   13     123      71 1
   13     125    4809 81
   13     128    7447 17
   13     131    4143 4
   13     133    8954 85
   13     136    6574 56
   13     143    7404 12
   13     144    4668 75
   13     161    4297 18
   13     163    5080 62
   13     164    3068 100
   13     168    2660 88
   13     169    4128 35
   13     170    2404 68
   13     172    8397 97
   13     173      72 79
   13     175    9588 30
   13     180    6853 59
   13     181    6753 30
   13     182    5535 68
   13     184    2070 3
   13     195    8556 37
   13     199    7944 65
   14      15    3766 64
   14      16    6079 15
   14      22    9173 6
   14      23    5646 2
   14      24    7030 27
   14      26    5621 63
   14      27     474 92
   14      29    5118 16
   14      33    8648 96
   14      40    4675 63
   14      41    7179 87
   14      43    2265 48
   14      46    7283 97
   14      50    6999 94
   14      51    6319 60
   14      52     589 30
   14      54    3961 82
   14      56    8913 70
   14      59    6674 58
   14      61    7226 19
   14      62    1020 50
   14      63    1173 13
   14      64    9467 41
   14      65    2332 2
   14      66    5830 56
   14      68    3445 21
   14      69    9933 38
   14      71    7997 86
   14      76    3878 28
   14      79    4652 42
   14      83    9095 20
   14      98    2271 51
   14      99    4765 68
   14     100     937 55
   14     101    1738 29
   14     106    5331 63
   14     109    3413 83
   14     116    2286 72
   14     118    3866 86
   14     120    7104 5
   14     124    9047 78
   14     135    7153 23
   14     143    2260 25
   14     144     502 22
   14     145    7614 12
   14     156    6419 33
   14     159     299 95
   14     163    8656 30
   14     169    3004 94
   14     170    8022 67
   14     172    5646 98
   14     176    4708 86
   14     177    1699 92
   14     181    9831 44
   14     184    2631 5
   14     187    6846 52
   14     190    6616 92
   14     200     619 80
   15      22    2358 19
   15      23    3677 81
   15      25    2954 25
   15      27    5047 55
   15      31    6457 35
   15      34     157 80
   15      36    8811 10
   15      39    4149 71
   15      41    8009 82
   15      42    4421 93
   15      44    9923 64
   15      45    3407 27
   15      47    8669 7
   15      49    8861 98
   15      50    5785 55
   15      52    8534 1
   15      68    1778 22
   15      69    7736 100
   15      70    6031 51
   15      88     290 2
   15      89    8856 80
   15      95    3185 22
   15     102      65 8
   15     110    4002 34
   15     116    8670 59
   15     122    7267 74
   15     124    8914 69
   15     126    6321 80
   15     128    8287 46
   15     130    4879 61
   15     133    5041 13
   15     139    4351 10
   15     140      25 55
   15     142    3409 60
   15     143    3563 7
   15     146    7638 60
   15     152    1901 6
   15     153    1716 68
   15     156    1558 67
   15     157    2288 8
   15     163    2409 68
   15     165    5323 41
   15     167    3523 80
   15     168    5089 69
   15     169    9234 96
   15     178    5158 1
   15     179    9384 97
   15     181    7848 29
   15     183    7432 48
   15     184    2552 1
   15     186    4451 12
   15     193    6753 17
   15     194    4568 32
   15     195    4993 38
   15     196    1551 11
   15     199    6071 83
   15     200    9029 46
   16      18    5720 93
   16      20    5658 7
   16      23    3684 3
   16      30    3173 53
   16      33    5751 58
   16      35    7399 84
   16      37    3460 62
   16      38    8291 99
   16      41    3106 94
   16      56    7484 35
   16      61    1654 4
   16      64    1365 75
   16      66    9885 14
   16      75    7277 19
   16      83    1104 52
   16      89    4200 11
   16      91    5960 85
   16      94    2948 22
   16      96     462 83
   16      98    6783 71
   16      99    7673 66
   16     102    1949 64
   16     103    2370 18
   16     104    2757 42
   16     108    2541 80
   16     120    7799 75
   16     121    7328 37
   16     122    6159 76
   16     125    9678 93
   16     127    6316 85
   16     138    7575 18
   16     139     618 42
   16     148    3542 23
   16     149      19 47
   16     150    3652 76
   16     155     356 97
   16     163    8212 68
   16     169    9483 29
   16     171    9925 13
   16     174    5525 87
   16     176    4852 44
   16     177    9802 75
   16     180    5349 50
   16     189    1739 4
   16     196    6480 73
   16     198    1944 20
   17      19     345 22
   17      22    5255 60
   17      23    4358 9
   17      24    3455 97
   17      30    2640 68
   17      32    9588 22
   17      35     524 25
   17      43    1890 10
   17      45    7096 47
   17      48    3014 87
   17      49    4574 53
   17      50    9055 69
   17      53    4048 97
   17      55    2015 68
   17      58    2273 2
   17      73    7136 45
   17      76    2673 4
   17      77    7865 75
   17      83    1447 27
   17      87    7082 10
   17      88    5214 55
   17      89    4207 76
   17      94    1540 43
   17      95    6277 16
   17      96    4411 77
   17      97     953 3
   17     100    2189 21
   17     101     396 42
   17     104    2523 56
   17     105    4912 68
   17     110    4681 1
   17     115    9674 97
   17     121    4102 24
   17     125    3489 1
   17     131    8580 16
   17     132    6630 4
   17     133    2925 33
   17     134    2320 66
   17     137    1466 50
   17     141    7646 13
   17     145    8178 91
   17     146    1200 73
   17     149    8971 6
   17     151     948 94
   17     160    1363 31
   17     162    5545 81
   17     165    5728 94
   17     169    3603 71
   17     174    1918 78
   17     175     465 37
   17     177     211 64
   17     180    8044 11
   17     181    9267 95
   17     184    4688 57
   17     192      47 2
   18      23    5710 37
   18      26    6439 96
   18      27    5723 18
   18      28    2063 24
   18      30    2831 57
   18      31    9589 19
   18      40    2495 9
   18      44    3461 84
   18      46    5591 91
   18      48    7119 4
   18      56    7584 4
   18      57    3646 52
   18      68    5437 84
   18      76     935 82
   18      77    2877 37
   18      80    9969 6
   18      81    4799 87
   18      85    9849 79
   18      88    1470 90
   18      90    7505 93
   18      96    1514 47
   18      99    2317 52
   18     106    2604 93
   18     107     422 57
   18     112     995 64
   18     117     498 43
   18     118    3733 83
   18     124    1194 79
   18     126    1272 5
   18     131    2202 42
   18     134    7832 62
   18     137    3708 92
   18     138    3253 35
   18     139    2331 67
   18     142    2023 90
   18     154    6916 34
   18     156    6871 73
   18     157     349 34
   18     161    2592 20
   18     163    3916 20
   18     164     544 90
   18     168    9520 12
   18     169    1109 74
   18     171    5852 83
   18     175    3214 64
   18     178    6095 7
   18     180    5341 56
   18     190    3322 79
   18     191    6882 76
   18     194    9296 58
   18     197    6548 81
   19      23    1345 54
   19      24     745 90
   19      28    1857 15
   19      32    9415 23
   19      38    2523 61
   19      39    9498 38
   19      44    6934 11
   19      46     586 91
   19      47    9916 75
   19      49    3112 13
   19      51    8096 83
   19      53    9094 76
   19      60     318 73
   19      65    2121 100
   19      69    2735 11
   19      72    8914 55
   19      74     901 23
   19      75    6930 98
   19      78    1734 73
   19      87    4143 94
   19      90    5507 3
   19      92    4097 60
   19      96    9495 48
   19      99     222 81
   19     101    1778 31
   19     107    3188 57
   19     111    8261 12
   19     117    2835 81
   19     120    7116 51
   19     121    1283 15
   19     123     656 80
   19     125    6239 95
   19     130    1588 41
   19     132    8445 90
   19     133    6690 43
   19     140    4702 16
   19     142    3116 29
   19     152    8621 45
   19     161    6041 93
   19     166    1631 39
   19     172    6149 17
   19     177     279 81
   19     181    1450 53
   19     192    5110 36
   19     193    5099 34
   19     196    7423 3
   20      27    8729 4
   20      28     252 68
   20      31    9614 64
   20      33    7407 80
   20      39    8140 7
   20      43    5732 6
   20      44    8845 58
   20      46     334 75
   20      48     366 44
   20      51     432 54
   20      52    6956 49
   20      53    5670 41
   20      56    2538 41
   20      57     806 10
   20      58    9569 13
   20      61     716 100
   20      63    4964 89
   20      64    8831 84
   20      70     168 83
   20      76    4236 36
   20      81     657 58
   20      97    7092 22
   20     104    1323 19
   20     106    8430 82
   20     110    8466 74
   20     111    4272 2
   20     118    4626 75
   20     119    7385 23
   20     122    7602 97
   20     125    6437 62
   20     126    1789 73
   20     129    4335 34
   20     131    3678 29
   20     137    1268 38
   20     138     269 49
   20     139    7079 90
   20     141    2334 9
   20     147    9036 92
   20     155    5027 49
   20     156    7360 30
   20     158    8563 72
   20     159    1084 93
   20     161    5378 81
   20     166    8949 81
   20     178    3616 10
   20     189     473 47
   21      22    4440 58
   21      28    5751 74
   21      36    2462 76
   21      40     237 33
   21      44    9925 90
   21      46    6831 33
   21      51    5792 80
   21      56    5976 12
   21      58    4663 50
   21      60    5342 35
   21      64    4353 81
   21      65    4450 83
   21      66    2253 84
   21      67    2152 66
   21      69     162 41
   21      73    1124 96
   21      74    4195 65
   21      77     954 32
   21      82    5012 46
   21      84    7090 59
   21      88     387 73
   21      90    6970 72
   21      94    3337 2
   21      95     394 79
   21      96     616 16
   21     100    7747 42
   21     103    1055 45
   21     108    8876 23
   21     113     475 94
   21     115    4317 22
   21     117    4492 67
   21     118     752 2
   21     122     485 87
   21     123    4740 25
   21     131    5760 91
   21     134    3722 67
   21     137    8416 38
   21     138    6258 36
   21     139    8163 97
   21     143    3891 61
   21     156    8863 35
   21     158    8224 35
   21     164    3094 77
   21     166    3182 75
   21     169    1735 18
   21     170     300 69
   21     174    9328 99
   21     175    6410 76
   21     176    8173 92
   21     179    8377 47
   21     183    5930 57
   21     188     705 17
   21     194    7002 86
   21     195    2615 20
   21     196    5851 68
   22      27    2704 67
   22      34    5155 65
   22      35     189 9
   22      36    1681 69
   22      45    1518 11
   22      46    7196 20
   22      47    7598 82
   22      56    8675 61
   22      58    7399 98
   22      59     312 43
   22      62    7198 22
   22      65    3640 32
   22      66    4802 1
   22      72    1075 86
   22      74      60 4
   22      76    8174 84
   22      80    8272 18
   22      81    9253 86
   22      90    9474 43
   22      94    9859 37
   22      96    1879 79
   22      97    1457 50
   22      98    4413 72
   22     103    7083 56
   22     105    1741 96
   22     111    6898 20
   22     113    3821 72
   22     117    8398 41
   22     119    3383 75
   22     120    9433 58
   22     125    2440 1
   22     127    6951 24
   22     128    1707 57
   22     129    3987 64
   22     130    2607 4
   22     140    1030 67
   22     141    4446 34
   22     142    3355 98
   22     145     742 4
   22     149    5533 62
   22     153    1435 84
   22     156    5037 77
   22     158      41 44
   22     160    5718 89
   22     165    9625 70
   22     166    2883 55
   22     168    9748 56
   22     175    8319 63
   22     178     535 1
   22     186    6521 53
   22     189    5537 34
   22     192    9401 43
   22     200    4311 22
   23      29    8884 34
   23      32    1812 66
   23      33    5818 87
   23      36    6688 73
   23      38    5513 57
   23      40    9550 66
   23      44     548 81
   23      45    2341 71
   23      48    8038 14
   23      49    2870 97
   23      50    7189 20
   23      52    5926 91
   23      58    5807 16
   23      59     908 75
   23      60    4924 72
   23      61    8166 73
   23      67     935 90
   23      68    9419 25
   23      72    5864 69
   23      76    2812 50
   23      77    3070 50
   23      79    7797 82
   23      80    1323 66
   23      90    4983 77
   23      94     362 79
   23      97    3602 24
   23     101    7698 58
   23     104    4681 15
   23     105    1054 23
   23     107    9973 19
   23     115    4491 44
   23     116    5030 15
   23     118    1473 8
   23     121    6126 1
   23     122    7556 89
   23     128    3790 97
   23     131    1056 58
   23     139    2296 22
   23     147    8361 47
   23     158    6299 99
   23     165    3601 24
   23     171    1861 63
   23     174    7750 22
   23     177    9924 34
   23     179     283 82
   23     180    6475 16
   23     183    5074 47
   23     188    5999 47
   23     196    9490 80
   23     197    3558 40
   23     198    3328 7
   24      36    2500 81
   24      39    3006 40
   24      40    4302 98
   24      42     468 37
   24      46    2078 4
   24      48    9563 38
   24      49    1036 23
   24      51    4068 60
   24      56    3981 55
   24      63    3259 78
   24      66    5002 4
   24      74    8719 64
   24      75     193 22
   24      76    5309 38
   24      80    2537 67
   24      81    3199 43
   24      84    1137 39
   24      85    2376 37
   24      88    9719 25
   24      89    7473 37
   24      90     118 38
   24      93    2872 16
   24      94    7131 99
   24      95    2970 83
   24      97     633 76
   24     100    2291 6
   24     101      97 4
   24     104    8262 4
   24     117    4611 60
   24     118    8571 79
   24     120    1934 45
   24     121     175 40
   24     123    1165 100
   24     125    8865 54
   24     126    6912 5
   24     128    1163 51
   24     131    7547 3
   24     135    1422 35
   24     140    2116 54
   24     143    1881 86
   24     147    8656 50
   24     151    6446 43
   24     154    8033 90
   24     158    6614 33
   24     160    9146 44
   24     162    1315 54
   24     163    9987 21
   24     166    2646 39
   24     171    9952 59
   24     175    9181 49
   24     179    4782 21
   24     180    2194 12
   24     181    6781 67
   24     185    6349 87
   24     190    8785 87
   24     196    8428 89
   24     197    8092 89
   24     198    7100 69
   24     199    3315 47
   25      34    7137 96
   25      38    5524 78
   25      39    8045 73
   25      45     685 67
   25      47    2093 21
   25      49    2952 88
   25      60     112 68
   25      61    1291 11
   25      62    4875 79
   25      76    1240 25
   25      77     190 35
   25      82    2800 42
   25      85    1143 53
   25      88    4291 58
   25      89       2 73
   25      90     895 92
   25      95    5862 21
   25      96    7279 34
   25      98    7326 74
   25     102    1392 26
   25     108    4923 83
   25     113    8674 12
   25     114    1218 51
   25     119    6164 14
   25     120    1787 88
   25     122    2080 12
   25     129    5931 55
   25     130    6710 4
   25     139    8284 11
   25     143    5090 3
   25     146    1462 10
   25     148    5852 98
   25     152    5256 56
   25     154    8031 59
   25     157    8452 92
   25     160    9892 35
   25     161    8912 4
   25     162    5906 60
   25     165     835 52
   25     167    9597 20
   25     169     722 91
   25     170    2454 77
   25     177    5698 75
   25     187    6970 47
   25     188    3504 93
   25     198    3619 70
   26      29    8864 19
   26      33    7267 11
   26      34    1825 5
   26      35    5642 77
   26      40    8153 82
   26      44    8923 33
   26      45    5611 17
   26      47    3905 2
   26      51     184 48
   26      53    8402 82
   26      55     982 23
   26      56    2551 95
   26      57    7686 23
   26      58    3031 65
   26      70     414 93
   26      74    7191 15
   26      79    9816 82
   26      80     305 14
   26      83    1145 14
   26      84    1472 98
   26      89    8784 80
   26      91    8494 38
   26      94      43 78
   26     100    7312 17
   26     106    4775 30
   26     109    2420 21
   26     113    1588 45
   26     118    1430 96
   26     128    5493 34
   26     129    5790 7
   26     130    8199 62
   26     132    9344 90
   26     133    3747 25
   26     136    8837 49
   26     140    2988 47
   26     143    3725 73
   26     144    1361 49
   26     145    9355 39
   26     151    2412 80
   26     155    9289 11
   26     156    1911 13
   26     158    8739 8
   26     160     712 66
   26     162     994 83
   26     164    6304 45
   26     166    5527 4
   26     168    8537 58
   26     172    7549 8
   26     178    9636 23
   26     180    6478 98
