  500   37424
    1     391    7306 69
    1     395    7897 67
    1     401    1935 26
    1     402    1063 91
    1     411     654 41
    1     414    2453 47
    1     415    2591 85
    1     418    6486 63
    1     420    7237 8
    1     428    1455 36
    1     431    9880 46
    1     433    6832 97
    1     436    5562 45
    1     440    5274 42
    1     446     206 67
    1     449    7153 38
    1     452    6974 63
    1     456    2029 26
    1     459    2469 12
    1     460    9269 54
    1     462     712 41
    1     467    1358 92
    1     468    9321 88
    1     470    9303 53
    1     472    7764 19
    1     476    5316 75
    1     478    9850 38
    1     484    9797 24
    1     487    6458 43
    1     489    7229 11
    1     493    4892 85
    1     495    1467 72
    1     499    2645 92
    2       5    8351 12
    2       6    1526 53
    2       8    7653 37
    2       9    3951 62
    2      11     547 21
    2      13    1275 38
    2      15     435 74
    2      20    2665 57
    2      22    9555 47
    2      24    4104 70
    2      29    1351 76
    2      36    1249 25
    2      38    6010 8
    2      41    7726 3
    2      44     143 1
    2      51    4140 73
    2      54     182 15
    2      57     962 27
    2      60    9326 14
    2      63    7768 17
    2      65    8445 6
    2      69    9638 5
    2      70      78 92
    2      71    4543 2
    2      75    6501 73
    2      78    5667 74
    2      79    4681 99
    2      80    7588 2
    2      81    5931 61
    2      84    6312 54
    2      85    9036 54
    2      88    1812 36
    2      90    7238 41
    2      92     574 52
    2      99    6405 90
    2     102    6573 61
    2     103    2700 34
    2     109     584 52
    2     110    5898 73
    2     112    6900 54
    2     113    4760 5
    2     115    1770 29
    2     116    1088 25
    2     117    7227 91
    2     121     710 56
    2     126     320 17
    2     127    8119 65
    2     136    1067 10
    2     146     456 59
    2     148    3689 59
    2     149    6832 52
    2     150    1692 31
    2     152    4436 5
    2     153    5258 52
    2     162    1195 99
    2     163     798 72
    2     171    1456 14
    2     175    3544 50
    2     181    3036 93
    2     189    6976 82
    2     191    7756 71
    2     193    8722 84
    2     194    8581 68
    2     196    3151 40
    2     197    7936 57
    2     199    7333 53
    2     201    8802 70
    2     204    7122 19
    2     210    7326 38
    2     211    1409 97
    2     215    1873 77
    2     219    6271 17
    2     221    7461 74
    2     222    8252 37
    2     225    3171 73
    2     235    2461 29
    2     237    2580 36
    2     239    1203 73
    2     240    8763 28
    2     242    6050 54
    2     245    4240 46
    2     257    6466 83
    2     258     363 90
    2     262    5749 70
    2     263    2187 20
    2     264    1910 35
    2     270    3046 5
    2     271    8290 50
    2     279    3276 25
    2     282    6049 55
    2     284     721 24
    2     285    1660 16
    2     289     429 89
    2     291    6468 64
    2     292    8586 47
    2     294    1656 95
    2     296    6010 78
    2     300    8072 86
    2     302    9108 11
    2     311    2165 51
    2     315    9430 92
    2     322    1122 12
    2     327    6010 7
    2     330    9778 65
    2     331    5747 85
    2     332    7858 92
    2     339    7122 6
    2     341    2345 52
    2     343    6271 100
    2     344    9779 44
    2     347    9379 19
    2     349    7345 10
    2     350    5703 46
    2     351    8198 21
    2     356       7 2
    2     360    3101 86
    2     363    1169 52
    2     365    7917 26
    2     368    3692 76
    2     371    1061 20
    2     372    5342 76
    2     374    4633 71
    2     380    3584 22
    2     381    1826 26
    2     389    4138 71
    2     391    2033 25
    2     393    7737 40
    2     396     863 43
    2     397    8507 24
    2     404     234 51
    2     409    4335 48
    2     410    2156 40
    2     412    2803 100
    2     421    6640 3
    2     425    4460 21
    2     426     663 12
    2     429    5935 77
    2     433    8155 2
    2     437    7451 65
    2     439    2002 18
    2     444    5350 56
    2     449    2370 19
    2     455    3441 3
    2     461     535 82
    2     465    2419 76
    2     466    9813 8
    2     468    7063 95
    2     472    5938 26
    2     479    8374 45
    2     480    1940 20
    2     485    6777 63
    2     488    8339 9
    2     489    5260 98
    2     490     195 60
    2     491     793 11
    2     493    1637 2
    2     494    3062 55
    2     495    3566 96
    2     500    4711 94
    3      13    6178 67
    3      14    1783 43
    3      21    9122 41
    3      24     356 99
    3      25    1714 16
    3      32    2917 95
    3      33     178 5
    3      34    7960 84
    3      38     456 79
    3      40    9282 55
    3      45    3555 64
    3      59    7338 63
    3      62    5494 36
    3      64    8301 79
    3      65     214 85
    3      75     105 32
    3      76     915 91
    3      77    1199 16
    3      78    3108 56
    3      86    3283 12
    3      94     491 24
    3      96    9706 78
    3     100    2461 82
    3     102    6266 6
    3     105     574 91
    3     117    7889 20
    3     118     281 59
    3     121    4608 24
    3     126     144 32
    3     127    5812 5
    3     128     964 11
    3     130    4993 74
    3     131    8059 99
    3     132    7742 48
    3     134    5824 3
    3     136    4026 74
    3     139    9856 22
    3     140    2849 32
    3     141     839 49
    3     151     162 37
    3     152    1308 79
    3     153    4079 6
    3     155    8651 71
    3     161    5410 12
    3     183    7202 27
    3     191     332 52
    3     194    9723 36
    3     202    4900 80
    3     209    3609 53
    3     215    8615 22
    3     224    2146 50
    3     225    4517 89
    3     230    3108 25
    3     231    2898 63
    3     233    7786 2
    3     235    8770 73
    3     239    8333 9
    3     243    2012 40
    3     246    1664 72
    3     250    6671 63
    3     251    9868 53
    3     252    2072 99
    3     254    5636 61
    3     257    1566 83
    3     271    5359 48
    3     273    5183 74
    3     274     739 84
    3     276    4481 60
    3     278    3659 80
    3     279     728 53
    3     287    2273 6
    3     288    6795 23
    3     292    3247 43
    3     294    2803 59
    3     295    3830 22
    3     297    1668 36
    3     298     209 88
    3     307    5103 28
    3     309    2657 4
    3     317     211 50
    3     320    6220 5
    3     321    2893 54
    3     323     502 1
    3     325    3851 83
    3     327    5883 32
    3     334    8330 65
    3     335    8987 46
    3     347    9113 92
    3     352    2996 37
    3     361    8841 37
    3     363    2688 39
    3     364    9429 16
    3     368     833 78
    3     370    7091 100
    3     373    2465 66
    3     374    5447 6
    3     378    8370 61
    3     379    1896 72
    3     380    4973 84
    3     382    7072 92
    3     383    3369 27
    3     387    4858 46
    3     388    7986 46
    3     391    8470 79
    3     397    2107 91
    3     405    3432 64
    3     408    8774 8
    3     420    7201 7
    3     421    8102 83
    3     423    2324 6
    3     424    4133 50
    3     425    1185 1
    3     428    7567 94
    3     432    1288 97
    3     434    6419 23
    3     440    4738 33
    3     442    9456 25
    3     443    4392 5
    3     446    3932 57
    3     450    8190 4
    3     453    2063 64
    3     464    8000 84
    3     469    8950 7
    3     471    5582 6
    3     477    1748 33
    3     478    6314 74
    3     480    4910 64
    3     482    1376 21
    3     486    6027 33
    3     487      72 74
    3     490     719 24
    3     492    1132 97
    3     497     784 13
    4      12    4887 28
    4      13    9168 16
    4      14    8243 3
    4      15    8705 64
    4      21    3583 98
    4      29    1897 74
    4      33    8422 17
    4      36    7441 62
    4      44    1679 79
    4      47    9232 82
    4      51    1824 41
    4      56    6272 71
    4      58    2693 66
    4      60    6603 48
    4      64    2612 6
    4      69    9792 74
    4      72    2989 4
    4      74    8381 62
    4      75    2902 91
    4      80    6855 12
    4      81    8393 16
    4      83    9333 76
    4      86     467 91
    4      89    3982 93
    4      90    6452 37
    4      94     478 75
    4      98    2780 100
    4      99    6338 47
    4     101    7102 25
    4     104    8453 38
    4     105    7897 42
    4     112    5081 49
    4     117    1448 48
    4     118     231 53
    4     123    3286 35
    4     132    7158 43
    4     133    7111 17
    4     134    7375 23
    4     136    6152 2
    4     139    8169 27
    4     140    4816 55
    4     143     391 6
    4     148    1499 100
    4     153    1661 54
    4     161     916 21
    4     162     948 43
    4     165    7658 52
    4     168    9183 51
    4     169    7851 8
    4     170    8884 79
    4     174    4908 7
    4     186    9622 6
    4     187    1313 5
    4     188    5601 37
    4     189    2263 2
    4     194      48 82
    4     205    6856 15
    4     206     381 49
    4     209    4435 90
    4     210    1269 42
    4     211    3155 70
    4     213    5725 11
    4     217    5642 7
    4     219    6474 62
    4     221    1953 100
    4     223    5433 64
    4     226    1354 62
    4     227    7807 20
    4     228    4801 5
    4     229    1262 25
    4     230     931 48
    4     231    9040 97
    4     237    7642 87
    4     238    9656 3
    4     244     522 38
    4     246     973 74
    4     247    3071 56
    4     250    4666 61
    4     251    8290 49
    4     261     110 92
    4     262    6785 73
    4     264    5422 33
    4     266    1210 30
    4     273    6166 93
    4     274    2580 1
    4     278    5982 62
    4     283    4822 82
    4     286    7868 6
    4     292    6906 41
    4     293    3249 32
    4     298      30 47
    4     299     827 48
    4     300    6780 86
    4     302    7793 63
    4     307    1756 87
    4     310    1940 51
    4     314    8456 67
    4     323    6683 53
    4     332    6328 97
    4     338    7212 100
    4     343    2320 82
    4     345    8643 59
    4     360    3209 71
    4     361    3910 77
    4     364    1902 81
    4     367    5794 91
    4     368     906 73
    4     381    4894 38
    4     382    5146 77
    4     390    2680 76
    4     392    9510 44
    4     393    4491 32
    4     394    7851 4
    4     397    9414 44
    4     402    4574 34
    4     403    7733 67
    4     408     276 13
    4     415    2307 51
    4     416    9905 5
    4     424    4445 47
    4     427    3308 99
    4     429    3781 17
    4     432    6783 21
    4     435    4708 65
    4     436    2011 17
    4     438    5122 22
    4     443    4440 1
    4     449    3545 9
    4     453    7533 57
    4     454    5747 5
    4     462    9316 98
    4     466    3041 40
    4     469    2428 26
    4     470    2757 59
    4     471    3036 36
    4     475    4545 51
    4     477    1360 31
    4     478    2617 74
    4     484    6651 39
    4     486    3339 48
    4     487    3854 36
    4     488     877 3
    4     489    7266 57
    4     498    7484 70
    5       7    6113 25
    5       8    1107 15
    5       9    3842 58
    5      11    5972 53
    5      14    4527 74
    5      16     169 97
    5      17    4900 53
    5      18    4495 31
    5      20    3441 80
    5      21    2298 55
    5      22    3175 17
    5      23    1254 89
    5      27    2591 8
    5      31    3223 81
    5      33    6261 78
    5      34    2551 42
    5      35    7394 3
    5      38    1488 10
    5      41    4792 57
    5      42    1888 86
    5      45    5783 20
    5      48    2235 4
    5      51    3414 75
    5      55    7942 32
    5      56    2193 85
    5      59     500 32
    5      60    2996 52
    5      65    3679 2
    5      66    7603 42
    5      68    3005 40
    5      76    7040 61
    5      79    8557 62
    5      83    8301 89
    5      85    6486 50
    5      89     912 38
    5      91    1274 21
    5      93    9836 49
    5     101    3463 69
    5     103    8762 33
    5     104    8018 6
    5     106    8069 73
    5     109    8183 9
    5     120    1725 75
    5     124    4336 14
    5     134    1879 73
    5     138    5837 82
    5     139    4451 78
    5     141    7919 62
    5     142    9193 76
    5     145    6334 39
    5     151     721 81
    5     152    5856 56
    5     160    3771 30
    5     162    6357 41
    5     163    8093 90
    5     166    3345 78
    5     167    2722 95
    5     168    4637 83
    5     172     668 13
    5     173     412 68
    5     174    1631 8
    5     176    8289 82
    5     179    3228 25
    5     180     476 24
    5     189    6048 97
    5     190    3243 5
    5     194     209 98
    5     200    3527 37
    5     201    8627 54
    5     205     909 11
    5     208    3762 89
    5     213    3049 74
    5     214    6458 7
    5     217    8798 26
    5     218    2718 56
    5     221    2393 9
    5     227     908 80
    5     229    6651 92
    5     231    2969 90
    5     234    3695 10
    5     236    1924 86
    5     237    3861 12
    5     238    1604 99
    5     240    1951 24
    5     242    8505 95
    5     244     885 96
    5     245    2623 75
    5     247    5250 94
    5     249    7689 25
    5     251    4140 79
    5     255    2244 28
    5     258    9131 39
    5     266    8005 24
    5     268    7944 54
    5     271    2350 89
    5     274    3809 84
    5     278    1229 28
    5     282    2197 52
    5     283    8853 30
    5     287     595 84
    5     293    2109 54
    5     311    9368 1
    5     314    1507 86
    5     317    8861 58
    5     319    2391 27
    5     329    7192 32
    5     335     778 28
    5     338    9475 9
    5     342    9180 63
    5     348    2588 52
    5     351    5132 30
    5     353    9077 93
    5     354    7453 13
    5     355     295 40
    5     360     998 60
    5     368    3044 64
    5     369    6450 57
    5     371    7146 62
    5     378    7048 15
    5     380    7412 94
    5     387    3753 34
    5     388    8128 42
    5     393    8176 38
    5     394     353 51
    5     396    8430 49
    5     402      78 52
    5     403     950 6
    5     410    3656 13
    5     412     205 67
    5     416    4335 79
    5     423    5265 15
    5     428    9275 22
    5     429    1048 50
    5     439    6804 25
    5     454    2580 69
    5     459     353 81
    5     460    2629 44
    5     461     917 70
    5     463    3556 22
    5     470    7115 57
    5     471    4513 48
    5     472    9021 6
    5     475    8516 71
    5     476     152 53
    5     484    4345 61
    5     487    1727 40
    5     491    6017 18
    5     494    1103 61
    5     495     465 65
    6       8    9188 17
    6      12     630 31
    6      17    8167 62
    6      23    4722 30
    6      25      59 36
    6      27    4024 19
    6      31     948 86
    6      35    6595 36
    6      39     444 55
    6      40    4964 2
    6      43    4839 22
    6      46    8992 6
    6      51    4361 43
    6      55    3229 70
    6      61    2142 25
    6      66    9384 1
    6      83     175 79
    6      88    1181 93
    6      91    3950 99
    6      92    4794 99
    6      94    6626 45
    6      95    9439 3
    6      97     835 40
    6     101    2600 25
    6     107      68 32
    6     117    2641 60
    6     118    2332 34
    6     127    8946 74
    6     128    5276 93
    6     133    8354 35
    6     134    3188 43
    6     135    7941 65
    6     136    5886 69
    6     137    2395 38
    6     139     518 85
    6     143    3046 53
    6     149    3178 11
    6     152    5339 48
    6     153    2008 47
    6     154    9214 58
    6     157    3713 3
    6     161    3434 15
    6     164    4880 4
    6     165    3340 23
    6     166    6760 91
    6     167    2087 23
    6     172    3225 95
    6     173    7609 64
    6     176    4707 73
    6     178    8908 64
    6     182    6117 63
    6     188    6190 29
    6     195    9514 55
    6     197    5159 25
    6     198     820 78
    6     200    5286 44
    6     208    7924 67
    6     209    6515 80
    6     219    3613 30
    6     229    1013 37
    6     234    8627 91
    6     238    1865 54
    6     242    2080 60
    6     243    3149 27
    6     247    5223 31
    6     248    7226 74
    6     249    5389 46
    6     256    6837 38
    6     257    2584 41
    6     259    6721 57
    6     260    3541 32
    6     261    6616 9
    6     264    4661 66
    6     265    6143 54
    6     266     382 86
    6     267    5035 96
    6     268    1091 86
    6     273    2044 64
    6     275    6888 24
    6     278    8240 12
    6     280    3511 61
    6     283    3365 48
    6     285    7734 29
    6     290    6621 84
    6     295    8381 91
    6     298    4170 7
    6     299    1579 91
    6     303    2565 74
    6     306    8056 26
    6     310     797 78
    6     315    9048 7
    6     317    3694 99
    6     318    5112 66
    6     324    1289 38
    6     325     682 27
    6     328    1371 84
    6     330    6726 47
    6     332    5585 14
    6     334    3284 90
    6     335    8755 83
    6     338     612 12
    6     340    2175 3
    6     344    7889 8
    6     346    3934 52
    6     347    5131 36
    6     352    5947 42
    6     354     751 85
    6     355    2897 16
    6     357    2175 16
    6     361    2645 49
    6     362    3382 31
    6     366    8753 75
    6     367    8352 31
    6     368    8418 73
    6     370    7714 31
    6     379    7764 34
    6     381    9331 86
    6     383    2338 51
    6     387    8226 30
    6     388    2928 17
    6     391    1064 15
    6     395     821 7
    6     399    5480 14
    6     401    3933 50
    6     402    2212 63
    6     403    6844 15
    6     406    7588 48
    6     407    1117 73
    6     411    1406 10
    6     420    1409 76
    6     421    7168 10
    6     426    5467 98
    6     427    3285 57
    6     429    5572 23
    6     433     311 94
    6     445    2494 76
    6     447     650 81
    6     462    7741 26
    6     467    4646 34
    6     468    7123 5
    6     470    5792 95
    6     471     512 46
    6     474     427 10
    6     477    5072 69
    6     478     127 19
    6     484     105 71
    6     487    2051 49
    6     488    7165 7
    6     493    9121 90
    6     495    5058 33
    7       9    5398 74
    7      14    7033 68
    7      15    5091 93
    7      18    3569 28
    7      22    4623 13
    7      23    7071 3
    7      30    7183 18
    7      36    5113 58
    7      37    3317 84
    7      46     119 64
    7      47    6717 65
    7      48    1846 44
    7      53    6726 33
    7      55    6601 31
    7      56    3411 8
    7      58    8359 83
    7      59     674 89
    7      61    6992 76
    7      62    8516 87
    7      64    8389 81
    7      67    5303 13
    7      68    3274 68
    7      71    1539 90
    7      73    1604 20
    7      75    2288 45
    7      81    4033 20
    7      82    1889 5
    7      83    6326 100
    7      88    9096 84
    7      93     652 51
    7      96     185 79
    7      99    8766 44
    7     105     800 53
    7     108     992 69
    7     109    6398 75
    7     115    5142 99
    7     121     296 15
    7     123    9606 42
    7     124    9634 67
    7     137    3046 25
    7     138    5538 46
    7     140    1794 3
    7     143    1739 2
    7     146    9042 94
    7     147    5174 53
    7     148    3682 42
    7     151    8703 28
    7     158    8533 84
    7     159    9725 71
    7     163    4631 42
    7     165    8329 45
    7     168     412 76
    7     169    1195 64
    7     170    8881 75
    7     173    4351 9
    7     174    2489 60
    7     175    3846 19
    7     176    3912 44
    7     181    1393 47
    7     182    3561 93
    7     183    5873 15
    7     184     570 78
    7     185     312 100
    7     187    1133 68
    7     190    8652 97
    7     192    8123 92
    7     195      31 75
    7     198    5439 88
    7     200    1380 10
    7     203    1258 69
    7     209    1849 75
    7     212     525 67
    7     219    6139 71
    7     221    3974 89
    7     225    6378 5
    7     227    5007 54
    7     230     412 13
    7     232    1918 73
    7     234    4192 68
    7     235    8153 18
    7     242    9488 72
    7     247    2513 37
    7     262    6245 47
    7     263    3131 5
    7     265    7271 46
    7     269    6581 45
    7     271    6595 33
    7     276    9599 46
    7     283    1422 85
    7     285    7363 94
    7     286     798 37
    7     292    5315 66
    7     297    2679 92
    7     302    9608 93
    7     304    6968 50
    7     306    6568 82
    7     307    3737 26
    7     311    1965 47
    7     313    8053 81
    7     314    3323 10
    7     318    4918 86
    7     319    7063 65
    7     320    8532 27
    7     321    6327 84
    7     322    6534 2
    7     328    4470 35
    7     330    8013 57
    7     332    2352 29
    7     333    1337 6
    7     334    4321 46
    7     336    6288 44
    7     337    6413 95
    7     339    4642 57
    7     341    8621 58
    7     343    2548 78
    7     344    7093 81
    7     349    9770 90
    7     361    7553 76
    7     362    4289 82
    7     366    6658 58
    7     367    7590 95
    7     369    2007 2
    7     371    5023 5
    7     373     575 4
    7     380    8024 76
    7     388    6969 65
    7     393    8177 57
    7     402     271 19
    7     408    6104 33
    7     410    5268 24
    7     417    3374 40
    7     422    2414 63
    7     424    2998 41
    7     425    4620 98
    7     428     900 9
    7     433    2776 80
    7     435    8294 72
    7     441    4141 61
    7     444     944 10
    7     447    4471 89
    7     451    4533 82
    7     454    9627 32
    7     455     471 26
    7     461    1820 63
    7     465     532 81
    7     469    4692 7
    7     471     255 87
    7     474    9445 2
    7     475    5950 74
    7     477    5787 36
    7     478    7775 37
    7     486     468 6
    7     487    3261 93
    7     493    4981 90
    7     496    1455 11
    7     497    7002 74
    7     499    8326 1
    8      14    2636 38
    8      21    4340 80
    8      23    7940 33
    8      25    9064 55
    8      27    7988 17
    8      29    3393 35
    8      30    7892 71
    8      33    7039 19
    8      35    7776 28
    8      40    7289 5
    8      43    8850 29
    8      47    7847 80
    8      55    6224 18
    8      56     316 60
    8      63    3709 86
    8      71    4689 58
    8      72    3116 67
    8      74     939 37
    8      87    2561 65
    8      88    6307 10
    8      91    1268 52
    8      95    7217 21
    8     101     925 55
    8     102      47 68
    8     110    8883 57
    8     112    1607 87
    8     115    4218 70
    8     126    5922 18
    8     127     611 12
    8     132    4087 76
    8     133     520 30
    8     135    2619 73
    8     139    4084 54
    8     140    7685 27
    8     141     365 71
    8     143    5895 84
    8     144    3547 92
    8     145    7172 36
    8     147    1205 59
    8     150     496 96
    8     154    1469 93
    8     161    4718 37
    8     163    3585 91
    8     164    4115 89
    8     171    7200 92
    8     173     969 80
    8     175    8949 48
    8     176    1738 50
    8     178    4529 49
    8     182    2628 21
    8     186    6318 13
    8     187    4371 2
    8     188    5747 93
    8     193     578 35
    8     210    3634 75
    8     211     768 66
    8     215    3063 23
    8     221    8876 29
    8     226    2051 34
    8     228    2558 2
    8     231     807 73
    8     234    8893 31
    8     237    6492 40
    8     240    6993 69
    8     241    2357 92
    8     242    2917 14
    8     244    4059 82
    8     254    6746 86
    8     257    8156 61
    8     259    7482 34
    8     260    1462 49
    8     266    4333 4
    8     269    1751 56
    8     276    2798 10
    8     278    9023 56
    8     281     679 39
    8     284    2398 98
    8     287    5300 71
    8     291    3195 43
    8     294    7469 72
    8     295    1962 85
    8     296    1247 22
    8     300    8372 36
    8     301    3771 35
    8     303    2128 69
    8     306    6920 97
    8     309    6637 18
    8     310    2220 67
    8     311    7906 80
    8     312    4666 55
    8     318    1647 19
    8     328    5582 32
    8     331    4874 58
    8     333    1682 29
    8     337    6049 39
    8     340     171 12
    8     342    4464 95
    8     343    2072 49
    8     346    8441 46
    8     352    9073 94
    8     355    7155 5
    8     357     249 41
    8     359     756 8
    8     360    8389 92
    8     361    2844 93
    8     364    6442 49
    8     365    8981 16
    8     367    2965 66
    8     368    6419 84
    8     369     509 66
    8     371      37 86
    8     375    6289 83
    8     376    6012 57
    8     380    4825 24
    8     381    2057 8
    8     391    2054 71
    8     392    7837 89
    8     397    6994 63
    8     401    9200 32
    8     404    2125 74
    8     406    7353 100
    8     410    1269 45
    8     412    7853 13
    8     414     797 29
    8     415    4661 34
    8     416    2658 23
    8     417    6446 38
    8     420    1859 28
    8     422    1061 26
    8     423    8122 45
    8     426    1277 6
    8     428    8022 10
    8     429    1818 43
    8     435    6714 32
    8     444    8877 7
    8     445    7290 43
    8     454    7778 98
    8     455    7901 45
    8     456    1182 18
    8     458    9265 45
    8     460    3841 54
    8     465    6318 51
    8     475    1814 18
    8     477    1520 35
    8     481    1828 90
    8     483    8468 54
    8     486    9727 75
    8     488    7627 96
    8     489    2844 38
    8     490    6317 25
    8     491     285 11
    8     492    2656 54
    8     500    5028 40
    9      10    3107 53
    9      11    9704 57
    9      12    6878 20
    9      17    1351 20
    9      20    6345 17
    9      26     988 92
    9      28    9615 63
    9      29    4497 3
    9      33    8913 86
    9      34    1349 53
    9      39    5598 26
    9      42    9768 10
    9      43    3739 65
    9      45    8377 37
    9      53    1766 88
    9      56    5872 40
    9      60    6063 99
    9      61    3320 84
    9      73    3979 68
    9      76    9005 75
    9      78    8505 91
    9      80    5498 81
    9      81    2777 58
    9      86     868 78
    9      94     953 97
    9      95    3112 86
    9      96    2100 43
    9     100    2194 9
    9     104    1472 99
    9     105    9198 51
    9     106    5737 42
    9     111    2964 57
    9     112    1703 22
    9     114     215 98
    9     115    5373 32
    9     120    2087 33
    9     122    2157 55
    9     125    2973 7
    9     126    1507 85
    9     129    1471 16
    9     131    7710 79
    9     134    5236 54
    9     136    7936 21
    9     138    4922 49
    9     141    8579 35
    9     146    3754 63
    9     149    5712 16
    9     153    5160 76
    9     154    5375 7
    9     155    3218 83
    9     157    2412 97
    9     159    1694 55
    9     160    6466 19
    9     171    4631 83
    9     173    1828 38
    9     174    8433 93
    9     175    8020 93
    9     177    7741 61
    9     179    7946 70
    9     180    1761 60
    9     181    3823 40
    9     182    1990 93
    9     183    1599 36
    9     185    5738 92
    9     190    2679 26
    9     191    9860 64
    9     193    3177 33
    9     194    4448 26
    9     195    8748 25
    9     196    2039 63
    9     197     711 70
    9     198    9149 84
    9     199     340 39
    9     200    8814 90
    9     209    4072 31
    9     210    7950 62
    9     212    1349 94
    9     216    1100 72
    9     217     303 14
    9     218     390 51
    9     220    7102 96
    9     225    7086 12
    9     236    2966 10
    9     243    1146 98
    9     249    8474 23
    9     251     154 71
    9     252    2651 56
    9     253    3304 83
    9     254    7629 19
    9     255    2629 91
    9     258     896 47
    9     259     570 20
    9     265    6092 78
    9     269    9204 40
    9     270    4151 77
    9     271    6674 2
    9     284    1694 86
    9     285    7674 11
    9     286    4648 90
    9     287    9669 56
    9     289    4470 35
    9     291    6425 40
    9     295    1810 83
    9     296    5002 99
    9     298    6841 50
    9     301     717 48
    9     305    6874 45
    9     310    1516 43
    9     315    1414 88
    9     317    8293 65
    9     322    2821 22
    9     326    4048 58
    9     332    8867 57
    9     335    7004 55
    9     339    4152 96
    9     340    6027 16
    9     342    9555 93
    9     344    9336 10
    9     346     346 89
    9     347     410 67
    9     356    8526 15
    9     357    5107 17
    9     358     429 49
    9     361    7647 24
    9     367    9347 52
    9     368     259 34
    9     370     387 67
    9     375    1472 87
    9     379    8011 67
    9     380    4126 5
    9     381      65 6
    9     382    8799 96
    9     393    6076 21
    9     396    6579 61
    9     398    5912 49
    9     402    6839 79
    9     403    9629 35
    9     404    8043 83
    9     409    4448 6
    9     416      12 77
    9     420    9311 39
    9     421    5593 11
    9     427    1271 11
    9     435    4048 64
    9     437     919 80
    9     438    6905 39
    9     443    8841 35
    9     446    9039 12
    9     449     111 81
    9     453     858 37
    9     456    5942 91
    9     457    7880 25
    9     462    4888 48
    9     463    1499 59
    9     472    1091 10
    9     473    1875 17
    9     474    1418 56
    9     476    2138 77
    9     480    7899 38
    9     488     341 14
    9     491    7811 79
    9     496    6718 51
    9     497     826 85
   10      13    9886 58
   10      14    4461 6
   10      28    8732 51
   10      34    2220 52
   10      36    1929 45
   10      40      85 93
   10      43    2566 53
   10      44    3753 42
   10      55    7801 3
   10      59    7601 10
   10      64     819 97
   10      67    7828 8
   10      68    1943 99
   10      71    8993 25
   10      75    7220 70
   10      77    3486 10
   10      78    5402 77
   10      81    5349 53
   10      83    6607 62
   10      85    1408 57
   10      86    2750 56
   10      87     281 17
   10      92    2948 56
   10      93    5263 82
   10      94     417 83
   10      96    9549 87
   10     100    9207 50
   10     106    5544 48
   10     107    9714 33
   10     109    5569 18
   10     112    7519 73
   10     117    4931 88
   10     129    9809 81
   10     131    5496 52
   10     138    9061 88
   10     139    3947 52
   10     140    2522 59
   10     141    3308 23
   10     143    7995 78
   10     148    2958 47
   10     152    1383 17
   10     159    6664 33
   10     160    3894 2
   10     161    5062 7
   10     163    6981 14
   10     168     161 27
   10     169    5567 31
   10     171    1128 81
   10     175    4139 23
   10     177    2298 51
   10     180    2785 72
   10     181    4884 63
   10     185    8207 73
   10     187     538 68
   10     190     456 59
   10     191     868 1
   10     192    5231 85
   10     193    5874 47
   10     196    4958 39
   10     201    2440 77
