  100    1484
   12      53    7944 26
   12      58    9444 59
   12      59    9963 20
   12      60    7564 63
   12      61    5492 45
   12      63    3466 76
   12      65    1557 2
   12      66    4781 92
   12      69    3793 75
   12      71    8681 15
   12      74    3465 2
   12      79    9608 72
   12      89    8695 16
   12      91    1616 84
   12      93     359 68
   12      94    2498 41
   12      95    9506 76
   12      96     741 70
   12      97    2375 2
   13      38    2973 74
   13      42    6430 51
   13      44    2235 34
   13      49    2426 59
   13      52    9945 86
   13      53    1044 87
   13      60    9953 28
   13      66    3528 49
   13      67    8782 76
   13      74    4799 6
   13      76    4749 29
   13      77    2189 85
   13      84    6285 14
   13      92    8741 51
   13      96    7127 7
   13      99    8464 50
   13     100    5091 48
   14      19    6101 16
   14      25    6001 12
   14      26    5621 4
   14      27    6428 14
   14      30    7825 13
   14      31    9024 30
   14      35    2370 1
   14      36     405 66
   14      37     590 92
   14      39    4847 28
   14      41    2484 13
   14      42     712 45
   14      45    1730 89
   14      49    6032 97
   14      51    1653 100
   14      52     589 12
   14      59     944 18
   14      60    8306 26
   14      69    8446 29
   14      70    7002 2
   14      72     853 2
   14      73    9644 56
   14      75    1953 70
   14      76    4708 55
   14      77    7176 1
   14      78    2803 26
   14      79     265 28
   14      80    6586 64
   14      86    1866 31
   14      87    1338 15
   14      97    6454 34
   14      99    1863 58
   14     100     937 82
   15      17    6763 95
   15      22    2358 49
   15      24    8680 25
   15      25     649 96
   15      26    6844 44
   15      28    4143 17
   15      30    2435 7
   15      34     157 74
   15      35    8964 70
   15      40    8818 71
   15      47    8669 81
   15      54      31 75
   15      56    1558 43
   15      57     673 76
   15      58    3738 78
   15      59    8488 42
   15      64    7309 89
   15      68    1778 43
   15      69    1407 41
   15      70    1373 35
   15      75    4165 28
   15      76    9815 31
   15      77    2523 54
   15      84    2645 38
   15      86    1313 11
   15      89    6991 41
   15      91    9569 11
   16      17     894 79
   16      20    7799 65
   16      26    6360 86
   16      28    5930 80
   16      29    7204 46
   16      30    2220 6
   16      32    9281 20
   16      38    8722 55
   16      41    3592 91
   16      52    6700 80
   16      55    2592 21
   16      61    9311 22
   16      62    2210 25
   16      63    2772 97
   16      65     107 86
   16      66     196 61
   16      67    1538 30
   16      74    5525 60
   16      75    7277 37
   16      79    9993 60
   16      82    6610 81
   16      84     731 19
   16      86    4067 65
   16      92    7810 57
   16      94    2948 56
   16      97     937 1
   16      98    9495 48
   16      99    6330 13
   16     100    7498 9
   17      18    8352 25
   17      19     345 67
   17      22    6987 77
   17      23    2182 79
   17      24    4536 66
   17      27    3846 41
   17      32    4974 63
   17      35    1411 98
   17      41    2355 65
   17      45    9886 88
   17      47    1656 95
   17      51     948 11
   17      54    5201 44
   17      58    2273 33
   17      59     314 15
   17      61    1982 26
   17      65    1418 71
   17      67    6537 79
   17      70    6238 11
   17      71    6505 98
   17      73    4248 29
   17      75     320 25
   17      76    8127 16
   17      82    4598 38
   17      86    1842 74
   17      92     696 18
   17      94    8531 9
   17      96    4184 1
   17      97    9320 63
   18      19    5647 92
   18      21     529 65
   18      29    2184 75
   18      30    2611 74
   18      31      77 5
   18      35    7712 48
   18      39    8179 97
   18      45    4526 30
   18      48    9891 94
   18      52    3022 5
   18      57     349 72
   18      59    5494 2
   18      69    4118 64
   18      77    2877 30
   18      80    5224 83
   18      94    1559 72
   18      95    9432 16
   19      21    2070 16
   19      23    1345 62
   19      24    8650 30
   19      35    3875 89
   19      36    4759 24
   19      40    1826 17
   19      42    2534 39
   19      43    3776 3
   19      47    6895 83
   19      65     674 12
   19      70    2048 36
   19      74    4855 31
   19      75    5152 48
   19      78    1366 51
   19      87     977 47
   19      90    4387 89
   19      94    5234 5
   19      97    8695 89
   20      22    9889 65
   20      24     314 80
   20      25    6437 98
   20      26    1789 94
   20      27    3809 19
   20      29    7358 44
   20      30    6815 13
   20      32    2431 98
   20      34    8272 2
   20      35    2261 72
   20      38    8847 31
   20      41    2334 27
   20      42    6433 92
   20      47    3551 57
   20      56    7360 37
   20      57    9529 48
   20      67      71 7
   20      72    7884 44
   20      73    9812 99
   20      79    4917 12
   20      94    8769 63
   20      95    2627 69
   21      22     485 1
   21      24    9853 28
   21      27    6927 29
   21      35    3294 73
   21      38    1543 28
   21      42    1374 38
   21      43    1602 100
   21      44    2420 49
   21      45    7321 54
   21      50    5444 34
   21      53     364 75
   21      69    6457 67
   21      71    2356 93
   21      74    7269 83
   21      79    8377 45
   21      80    1009 81
   21      84      47 41
   21      85     282 82
   21      92    4775 15
   21      93    6832 78
   21      95    3924 54
   21      98    6268 17
   22      23    7556 80
   22      27    2704 95
   22      28    4946 87
   22      32    7917 16
   22      33    2011 72
   22      43    5054 23
   22      44    3772 34
   22      45    1588 73
   22      46    5015 84
   22      48     100 56
   22      53    3539 58
   22      64    9237 62
   22      71    1464 39
   22      77     632 26
   22      78     877 8
   22      80     233 74
   22      81    4820 98
   22      84    4880 48
   22      90     874 44
   22      92    5102 46
   22      98    7778 16
   23      25    6519 27
   23      27    3638 67
   23      30    8514 29
   23      34    3671 4
   23      35     798 45
   23      44    6540 44
   23      45    2341 5
   23      50    4614 81
   23      51    1061 14
   23      52    9702 46
   23      62    8491 46
   23      74    6599 66
   23      79    3145 79
   23      84    1468 15
   23      86    1459 67
   23      88     404 32
   24      26      79 14
   24      32     681 95
   24      33    1258 37
   24      34     288 41
   24      38     893 50
   24      39    6021 94
   24      40    4302 20
   24      41     399 16
   24      42    9429 36
   24      45    6039 23
   24      52    2430 40
   24      56    3981 63
   24      57    6454 61
   24      60    1900 90
   24      62    1315 69
   24      63    8539 54
   24      66    2646 63
   24      69    1688 30
   24      71    2926 73
   24      72    3879 1
   24      76    5309 69
   24      83    7924 16
   24      84    1137 30
   24      85    3936 70
   24      88    9719 1
   24      91    1013 77
   24      92     414 33
   24      97    5076 18
   25      27    3713 72
   25      29    6427 41
   25      34    5752 26
   25      58    3933 63
   25      59    6587 96
   25      62    5906 1
   25      63    7520 1
   25      67    9597 94
   25      70    6098 15
   25      73    1812 61
   25      78    5771 50
   25      82     260 50
   25      88    9940 94
   25      90    4981 47
   25      91     531 83
   25      93    4483 77
   25      94     660 48
   26      31    7340 74
   26      32    9586 30
   26      36    3979 23
   26      37    5007 69
   26      43    1629 44
   26      48    1604 69
   26      49    5823 58
   26      50    2982 41
   26      51    4561 47
   26      53    1240 47
   26      62    2452 19
   26      66    7827 46
   26      71    8487 63
   26      72    4473 81
   26      73     671 30
   26      74    4683 25
   26      80    4623 29
   26      86     554 14
   26      88    4734 31
   26      91    5671 62
   26      94    5383 55
   26      95    3213 95
   26      96    4066 22
   27      33    1128 43
   27      34    1915 85
   27      38    5139 97
   27      43    9550 77
   27      51    5819 85
   27      52    2506 75
   27      54    8706 50
   27      55    2917 79
   27      69    1832 19
   27      70    1337 84
   27      72    2076 31
   27      73     163 37
   27      74    5250 60
   27      75    2815 84
   27      86    5651 95
   27      91    1135 69
   27      92    1819 13
   27      94    5287 87
   28      29    1344 8
   28      30     109 71
   28      31    4174 39
   28      37    2204 22
   28      42    3376 15
   28      48    8377 66
   28      49    1573 38
   28      50    9811 91
   28      55    4777 20
   28      57    3701 79
   28      59    9970 79
   28      62    9966 20
   28      66    2516 43
   28      70    7498 67
   28      71     908 58
   28      72    8001 94
   28      79    6409 99
   28      86    1944 40
   28      87    8699 52
   28      88    2703 70
   28      89    8895 19
   28     100    3007 95
   29      31    1604 49
   29      34    3684 20
   29      39    4363 35
   29      40    1808 42
   29      44    6680 68
   29      45    6217 50
   29      46    8698 26
   29      50    8401 66
   29      51    1479 27
   29      53     488 75
   29      56    2990 10
   29      60    7938 52
   29      68    1740 28
   29      69    8672 58
   29      70    4132 10
   29      71     338 59
   29      77    4173 39
   29      78    6647 42
   29      88    9385 21
   29      89    2543 98
   29      91    8357 98
   29      92    3414 50
   29      93    5647 74
   29      95    2003 73
   29     100    3573 29
   30      31    1986 56
   30      34     850 42
   30      36    2793 83
   30      41    3182 4
   30      43    7465 81
   30      45    1345 51
   30      47    5513 38
   30      48    6424 6
   30      51    6745 87
   30      55    3119 39
   30      57    8713 21
   30      62    8933 1
   30      63    6195 51
   30      64    7061 88
   30      65    4906 22
   30      72    4191 5
   30      73     656 29
   30      74      18 30
   30      79    1468 7
   30      81    6385 75
   30      82     402 5
   30      83    7292 46
   30      84     602 83
   30      86    9609 20
   30      87    1190 9
   30      88    6209 73
   30      91    3890 91
   30      95    7487 64
   30     100    1465 68
   31      34    5834 87
   31      38    4974 10
   31      41     493 73
   31      43     701 92
   31      44    7137 46
   31      45    3518 7
   31      54    7290 12
   31      57    1475 79
   31      58    2249 70
   31      59    9023 36
   31      60    1626 8
   31      64    1169 54
   31      65    8157 18
   31      66    1159 14
   31      67    6833 26
   31      68    7721 23
   31      69    9925 29
   31      74    7520 25
   31      76    1300 17
   31      77    5074 86
   31      79    9866 99
   31      81    2174 24
   31      88    4240 10
   31      90    8262 66
   31      94    8370 77
   31      96    3281 30
   32      34    4405 62
   32      35    1849 7
   32      38      41 47
   32      40    8003 20
   32      45    9907 18
   32      47    9019 36
   32      49    6639 82
   32      51    4533 6
   32      57    7978 33
   32      60    2738 35
   32      64    9864 8
   32      66    8304 33
   32      67    8398 88
   32      69    4377 43
   32      70    1898 28
   32      72    5553 16
   32      78     606 89
   32      79    3333 1
   32      83    2266 93
   32      87    2328 53
   32      91    6054 84
   32      95    5474 43
   32      96     221 20
   32      97    2915 28
   32     100    3958 90
   33      41     671 97
   33      46    9166 49
   33      47    8658 9
   33      48    7554 37
   33      49    2338 18
   33      50    5603 69
   33      51     975 11
   33      54     153 25
   33      55    2965 53
   33      62    2215 16
   33      65    5693 39
   33      76    2561 13
   33      80    1104 92
   33      90    4778 45
   33      98    4285 69
   33      99     123 13
   33     100    8543 10
   34      42     930 24
   34      44    2994 61
   34      46    4778 48
   34      47    1191 60
   34      48    4385 39
   34      58    1333 55
   34      65    2806 39
   34      69     773 6
   34      74    2528 68
   34      75    6778 72
   34      79    3321 73
   34      81    7260 98
   34      85    6410 96
   34      89    9613 93
   34      96    1982 100
   34     100    9538 67
   35      36    9150 64
   35      37    6686 24
   35      38    8619 55
   35      44    8837 61
   35      48    5821 14
   35      51    5683 41
   35      53     304 69
   35      54    2557 20
   35      63    2822 66
   35      64    3845 71
   35      67    2152 73
   35      68     999 58
   35      79    4840 67
   35      83    5025 74
   35      85    1185 79
   35      95    8242 34
   35      96    2467 84
   35      98      15 100
   35      99    9759 5
   36      37    6439 25
   36      52    8648 2
   36      61    1141 60
   36      62      25 44
   36      68    8833 36
   36      70    1157 79
   36      71    8168 71
   36      72    8156 4
   36      86    6483 2
   36      87    6051 82
   36      90    9868 42
   36      94    1115 70
   36      99    6013 58
   37      38    7560 92
   37      42    5993 22
   37      44    3525 60
   37      45    1646 50
   37      46    3587 23
   37      47    8243 95
   37      50    9043 84
   37      53    3889 47
   37      55     169 89
   37      56    1522 4
   37      57    1308 84
   37      65    1734 22
   37      71      69 3
   37      73      71 12
   37      75     573 67
   37      77    5593 46
   37      78    5411 69
   37      82    5952 66
   37      87    6192 43
   37      93    4330 3
   37      94    2967 68
   37      97     675 7
   37      98    5793 4
   37      99    4204 4
   38      40       9 42
   38      45    6355 99
   38      46    9454 26
   38      48     568 51
   38      50     815 33
   38      53    4494 39
   38      54    5268 69
   38      57    2041 2
   38      60    2458 17
   38      64     520 46
   38      68    9945 19
   38      69    1424 43
   38      74     912 62
   38      80    9835 14
   38      82    1196 82
   38      83     502 19
   38      85    1939 64
   38      86    1630 13
   38      91    8716 1
   38      97     878 2
   39      42    9578 35
   39      43    8734 40
   39      44    5166 4
   39      48     941 75
   39      49    5518 9
   39      54    6194 78
   39      61    3230 95
   39      66    1148 80
   39      67    1155 12
   39      71    1839 11
   39      72    9688 82
   39      79    1783 59
   39      81     467 32
   39      84     470 27
   39      85    3775 95
   39      87    1033 18
   39      88    6546 27
   39      91    7206 87
   39      93    9090 23
   39      94    9744 11
   39      97    1548 52
   39     100    4674 37
   40      43    6813 100
   40      45    6804 22
   40      46     516 80
   40      51     109 38
   40      60    6317 44
   40      61    9535 98
   40      64    3118 27
   40      69    6021 1
   40      74    2133 48
   40      76    1785 26
   40      79    7620 66
   40      82    1052 58
   40      88    6219 14
   40      89    2773 2
   40      90    8721 47
   40      92    2657 20
   40      99    1169 92
   41      43    1961 86
   41      48    7621 88
   41      49    1057 9
   41      50    1341 84
   41      54    5190 42
   41      57    4969 87
   41      58    1557 97
   41      59     864 62
   41      62    6526 93
   41      64    3683 30
   41      67    5085 45
   41      73     160 36
   41      78    7251 71
   41      79    3676 17
   41      87    6052 6
   41      88    7410 2
   41      94    4151 81
   42      47    7568 98
   42      54    9045 54
   42      58    8278 19
   42      59     519 38
   42      63    5913 14
   42      71    8890 38
   42      74    3128 49
   42      85    7344 80
   42      87    5695 75
   42      90    3566 50
   42      92    2965 22
   42      95     275 82
   42      97    4411 97
   43      50    6696 44
   43      54    2323 61
   43      57    8066 88
   43      65    4775 39
   43      68    2233 34
   43      70    7588 44
   43      72    9502 98
   43      74    2938 87
   43      75    1185 87
   43      79    3190 58
   43      83     779 60
   43      85    2924 74
   43      89    5152 10
   43      94    2045 30
   43      97    5392 76
   43      99    3191 87
   44      49    2894 88
   44      59    1662 70
   44      62    8083 76
   44      69     881 60
   44      70    8735 52
   44      73    9933 22
   44      75    4551 40
   44      82     892 49
   44      83    2854 68
   44      85    6781 56
   44      90    1869 21
   44      95    7157 10
   44      98    7731 41
   44      99    4968 15
   44     100    9383 98
   45      46    6663 14
   45      48    6283 23
   45      50    8155 19
   45      56    1637 82
   45      60    6047 87
   45      61    5032 7
   45      63    1415 26
   45      65    9064 95
   45      70    6264 31
   45      74    3428 89
   45      76    2501 29
   45      77    6266 20
   45      81    2997 22
   45      84    3018 76
   45      85    4204 16
   45      91    1937 95
   45      99    4081 51
   46      49      24 18
   46      55    9095 17
   46      57    8819 18
   46      58    6065 94
   46      60    1402 47
   46      61    2191 41
   46      63    2129 34
   46      67    5184 50
   46      72    6750 10
   46      73    4881 42
   46      74    4839 77
   46      76     500 35
   46      78    7331 99
   46      81    7820 58
   46      83    4510 24
   46      92    1472 100
   46      93    2718 73
   46      94     636 22
   46      96    5473 78
   46      98    1681 92
   46      99    9744 80
   47      50    9500 50
   47      51    6688 6
   47      52    5718 67
   47      57    4402 84
   47      62    8096 50
   47      68     664 33
   47      69    8862 64
   47      73    6984 29
   47      76    1249 79
   47      80    1364 67
   47      84    7685 97
   47      87    1236 79
   47      97      88 15
   48      57    5595 98
   48      58    3698 59
   48      63    9053 12
   48      65    8923 77
   48      66    2412 33
   48      67    4572 12
   48      68    5873 62
   48      72    7253 22
   48      86    6346 24
   48      89    9020 70
   48      92    4638 100
   48      93    8581 43
   49      52    7431 51
   49      54    7669 99
   49      58    3655 2
   49      59    7703 1
   49      60    5933 44
   49      61    3468 87
   49      65    8709 90
   49      68    1207 54
   49      69    8349 11
   49      72     586 80
   49      78    6180 91
   49      79    3136 36
   49      84    9217 23
   49      91    8516 21
   50      54    6844 13
   50      55    1952 7
   50      61    8206 15
   50      62     754 66
   50      64    5598 28
   50      65    8376 67
   50      67     104 18
   50      68    8043 26
   50      71    5367 88
   50      76    5679 42
   50      78    8262 88
   50      80    1928 97
   50      84    5598 44
   50      90    8529 27
   50      91    9741 25
   50      94    9147 87
   50      96    6355 19
   50      97    7507 48
   50     100     342 4
   51      54    5278 53
   51      57     874 56
   51      59    8435 36
   51      61    8270 69
   51      66    6131 30
   51      68    9618 9
   51      70    1844 91
   51      71    8909 72
   51      72    3400 24
   51      73    4173 73
   51      81    5302 71
   51      83     331 91
   51      85    9641 94
   51      88    9696 42
   51      90    6731 8
   51      93    2582 32
   51      97    4051 20
   51     100    9316 94
   52      61     575 50
   52      71    8353 91
   52      75    6738 32
   52      76    2792 40
   52      79    5386 31
   52      83    1803 27
   52      84      90 3
   52      85     154 96
   52      90    3337 100
   52      92    2414 62
   52      93    6575 39
   52      94    1094 14
   52      96    5222 40
   52      97    4807 8
   52     100     699 40
   53      54    9523 25
   53      59    3481 23
   53      60     791 100
   53      61    8024 94
   53      62     514 1
   53      64    4826 51
   53      65    6986 35
   53      67    3563 11
   53      68    9366 65
   53      71    6271 46
   53      74    1292 97
   53      78    5719 36
   53      82    5090 58
   53      84    8936 21
   53      89    5558 10
   53      92    9224 9
   53      98    9262 56
   53     100    6046 28
   54      58    4067 96
   54      59    9636 6
   54      60    3268 2
   54      61    3110 50
   54      62    2217 27
   54      63    7102 91
   54      64     356 85
   54      71     573 26
   54      72     914 1
   54      73    1752 29
   54      74    2473 77
   54      77    7923 49
   54      80    6987 47
   54      84    7721 32
   54      86    4622 75
   54      90    6360 92
   54      92    9759 96
   54      96    4768 9
   55      56    7439 82
   55      60    6813 8
   55      61    6875 4
   55      66     549 48
   55      74    3793 65
   55      75    8586 96
   55      76    4495 37
   55      86     996 24
   55      87    1933 98
   55      90    8564 88
   55      92    6366 36
   55      93     453 3
   55      94    7339 82
   55      97    2009 61
   55      99    7752 29
   56      63    9604 38
   56      64    7932 27
   56      66    8170 45
   56      69    1384 97
   56      70    8836 88
   56      72     918 76
   56      76    4785 57
   56      81    6687 94
   56      84     996 88
   56      85    5345 59
   56      88    7247 66
   56      93     500 22
   56      95    8556 55
   56     100    6224 50
   57      61    4974 60
   57      63    6378 42
   57      64    9365 99
   57      67    4985 53
   57      68     644 35
   57      73    8914 30
   57      83    5942 38
   57      87     258 11
   57      88    9198 87
   57      94     361 58
   57      95    7949 28
   57      96    3031 12
   57      97    8012 81
   58      59     857 8
   58      60    2984 31
   58      61    5873 27
   58      62    6281 93
   58      68     637 26
   58      71    5807 16
   58      72    5923 48
   58      75     785 76
   58      77      81 94
   58      82    4732 1
   58     100    1880 19
   59      61    7597 5
   59      62    5726 90
   59      64    9037 20
   59      67    6752 92
   59      71    8434 99
   59      78    1097 68
   59      79    5041 89
   59      81    4057 97
   59      82    8906 6
   59      86    9639 43
   59      87    3674 25
   59      88    1974 25
   59      90     876 39
   59      94    8181 61
   59     100    7511 30
   60      64    4158 99
   60      69    1038 85
   60      77    2098 53
   60      78    1466 64
   60      79    2825 18
   60      86    4013 52
   60      87    5695 55
   60      94     372 88
   60      99    6967 65
   61      64    3230 69
   61      65    8491 31
   61      66    7306 96
   61      71    1671 10
   61      73    7961 46
   61      75    3410 46
   61      76    3662 18
   61      80    1524 100
   61      92    8583 28
   61      93    2305 65
   61      95    6564 81
   61     100    4075 7
   62      63    8099 17
   62      65    9665 91
   62      88    2854 73
   62      93    1615 10
   62      95    3891 19
   63      67    5036 33
   63      68    3007 70
   63      72    1721 67
   63      78    5786 25
   63      79    2699 11
   63      85     170 60
   63      87    7610 2
   63      92    8864 35
   63      99    9573 9
   63     100    4268 97
   64      65    8284 28
   64      71    2143 40
   64      74    3499 84
   64      77    4592 86
   64      82    3575 77
   64      85    2590 66
   64      89    1262 23
   64      93    1701 84
   64      94    6144 47
   64      97    5345 79
   64      99    1930 12
   65      67    3481 67
   65      68    2678 59
   65      69     427 49
   65      79    8428 71
   65      81    9840 78
   65      88    1689 8
   65      89    2905 91
   65      92     656 42
   65      95    4912 97
   65      97    2141 65
   65      98    9831 16
   66      67    3564 6
   66      69    9493 7
   66      72    1842 10
   66      76    1776 30
   66      79     462 10
   66      82    4826 37
   66      83    3675 63
   66      85     936 68
   66      86     806 44
   66      87    4482 96
   66      89    4053 51
   66      96    7811 68
   67      69    7663 8
   67      72    6791 26
   67      74    2777 67
   67      75    1347 43
   67      76    5572 81
   67      79    8286 5
   67      80    2664 44
   67      82    9365 17
   67      90    8424 30
   67      92    6248 10
   67      94    7866 89
   67      97    8533 56
   68      69    6470 62
   68      71    6007 50
   68      72    1426 67
   68      75    5771 53
   68      76    2620 96
   68      82    3880 52
   68      83    3837 40
   68      84    6580 85
   68      86    4056 87
   68      97    5086 50
   68      99    7411 78
   69      73     248 3
   69      74    3222 29
   69      76    6435 67
   69      77    1153 62
   69      85     453 80
   69      87     559 26
   69      88    7973 21
   69      89    3058 10
   69      90    2781 22
   69      91    5929 87
   69      93    6097 33
   70      72    5906 41
   70      74    8445 19
   70      78    3106 51
   70      79     777 5
   70      81    3931 46
   70      85    1422 58
   70      86     115 17
   70      88    8597 57
   70      89    5601 45
   70      91     909 39
   70      93    4815 23
   70      95    5542 22
   70      96    2965 12
   70     100    2124 59
   71      77    7698 50
   71      78      91 93
   71      79    2780 2
   71      82    1289 79
   71      84    6333 78
   71      85    1958 8
   71      88    8254 62
   71      91    5389 53
   71      92    5120 92
   71      94    4884 46
   71      99    1002 98
   71     100    3140 45
   72      73    1654 92
   72      79    9204 46
   72      80    5531 83
   72      83     668 53
   72      89    3909 72
   72      90    3462 4
   72      91    8576 18
   72      99    8960 1
   72     100    3280 93
   73      77    2777 46
   73      87    4854 80
   73     100    7846 27
   74      76    7295 68
   74      77    6172 64
   74      78     265 82
   74      81    1601 24
   74      87    5391 3
   74      88    5128 38
   74      91    4763 53
   74      98    7717 55
   74     100    8020 59
   75      80    4791 4
   75      81    8171 54
   75      83    3589 15
   75      88    2304 71
   75      90     689 39
   75      92    3896 70
   75      93    3488 67
   75      97    5219 58
   75     100    2378 11
   76      77     266 68
   76      81    8454 11
   76      85    4058 98
   76      97    7539 40
   76      99    8631 81
   77      79    4326 14
   77      84    5522 66
   77      85    1779 48
   77      87    2228 90
   77      91     802 29
   77      93    3042 60
   77      97     944 27
   77      99    1044 31
   77     100    1094 81
   78      80    8053 58
   78      90    5122 94
   78      93     624 79
   78     100     271 14
   79      80    7450 31
   79      90     931 60
   79      91    1409 10
   79      92    3163 74
   79      93    1833 18
   79      96    4569 50
   80      81     711 91
   80      88    4315 48
   80      90    7804 32
   80      96    2417 7
