  300   13454
    4     232    9892 10
    4     233    4805 11
    4     236    2590 83
    4     245    6032 53
    4     246    4170 21
    4     255    7797 73
    4     258    8023 13
    4     260    9644 52
    4     261    1525 88
    4     262       4 88
    4     272    5762 89
    4     274    1514 35
    4     276    4484 7
    4     281    4894 21
    4     283    6540 6
    4     286    7868 95
    4     287    3854 25
    4     297    9672 18
    5       6    5253 37
    5       7    3716 100
    5      11    3581 47
    5      13     326 13
    5      23    2074 57
    5      28    6964 96
    5      32    9551 34
    5      41    2535 73
    5      47    6645 93
    5      49    8143 91
    5      50    2308 25
    5      56    2207 7
    5      58    8488 1
    5      59    1223 83
    5      62    6357 66
    5      67    1949 42
    5      78    3452 49
    5      86    2155 88
    5      89    1723 76
    5      92    9173 26
    5      93    3981 77
    5      96    3094 12
    5      99     589 56
    5     104    2510 55
    5     105    4119 12
    5     107    8996 13
    5     110     112 97
    5     111    9368 76
    5     112    6538 15
    5     113    2609 42
    5     116    2843 53
    5     119    8932 71
    5     121     153 36
    5     125    3183 89
    5     128    2000 59
    5     129    9197 13
    5     130    7343 22
    5     147    7535 42
    5     149    4215 88
    5     153    9074 8
    5     154    4896 36
    5     155    1689 79
    5     163    4760 89
    5     165    3394 89
    5     166    3345 4
    5     167    1090 27
    5     168    2777 46
    5     169    2592 1
    5     171    8727 34
    5     180    5152 64
    5     193    5871 91
    5     199    6630 56
    5     200    8270 55
    5     202    6959 80
    5     205    2626 82
    5     216    3763 30
    5     217    1652 34
    5     225    4509 44
    5     232     381 35
    5     233    6300 68
    5     234    7454 93
    5     242    9180 60
    5     246    8499 10
    5     251    3777 48
    5     253    9709 52
    5     257    7817 1
    5     258    7459 82
    5     262    8663 67
    5     267    3484 51
    5     272    1330 29
    5     284    8247 33
    5     295    4460 15
    5     298    7997 33
    6      11    1127 43
    6      12    8062 53
    6      19    4877 86
    6      21    1416 25
    6      23    4722 15
    6      26    5154 76
    6      28    2050 55
    6      31    1662 77
    6      33    9994 74
    6      37    7605 96
    6      43     825 70
    6      48    9233 72
    6      49    5355 67
    6      51    1292 1
    6      52    5108 87
    6      53    1198 15
    6      56    9872 51
    6      59    3777 71
    6      62    5854 7
    6      68    8579 42
    6      71    6537 89
    6      82    2800 27
    6      89    9939 7
    6      91    4029 81
    6      96    8908 21
    6     100    9309 42
    6     102    2212 44
    6     106    5142 35
    6     107    7594 31
    6     111    7288 70
    6     112    3344 92
    6     114    4382 60
    6     117    9796 71
    6     124    6871 39
    6     125    4611 69
    6     126     981 88
    6     129    1289 54
    6     131    7047 45
    6     132    9792 25
    6     144    9628 54
    6     145    2271 22
    6     147    8667 68
    6     148     799 51
    6     149    8228 98
    6     151    3293 12
    6     153     194 20
    6     165    3029 98
    6     167    1774 92
    6     169    7666 32
    6     174     497 15
    6     178    7488 72
    6     180    6698 75
    6     183    2338 24
    6     188    5957 8
    6     189       9 90
    6     195    4756 92
    6     197     105 62
    6     199    4588 32
    6     200    2723 66
    6     201    3933 47
    6     203    3564 66
    6     204    1595 53
    6     213    7149 9
    6     214    3349 45
    6     216    7825 41
    6     219    1154 12
    6     221    1547 39
    6     224    6377 89
    6     226    9603 47
    6     232     549 42
    6     236    3125 25
    6     239    4950 85
    6     240     997 81
    6     244    1189 53
    6     246    8394 62
    6     248     271 13
    6     256    3455 39
    6     259    4255 21
    6     278    8908 21
    6     287    6559 27
    6     292    7299 36
    6     295     372 44
    6     296    4190 38
    6     297    3219 87
    6     298    1896 23
    7       8    3296 62
    7      12    2279 4
    7      15    3744 91
    7      22    6534 6
    7      27     568 35
    7      30    9543 48
    7      32     144 7
    7      38      14 41
    7      40    6490 31
    7      41    6894 31
    7      43    6005 62
    7      47    5174 28
    7      49    6730 67
    7      51    8703 46
    7      52    3059 60
    7      53    5495 21
    7      62    1413 44
    7      63    4631 36
    7      69    3643 30
    7      70     668 66
    7      71    2915 80
    7      73    8396 88
    7      78    3766 92
    7      80    5373 9
    7      81      49 97
    7      83     670 31
    7      86    7520 56
    7      91    2241 32
    7      94    4814 28
    7      98    6976 98
    7      99    7171 58
    7     103    1866 49
    7     107     584 28
    7     109    6955 21
    7     110    3857 36
    7     114    8351 48
    7     115    9134 91
    7     118    5436 89
    7     119    1580 89
    7     120    2510 5
    7     121    7193 94
    7     130    9245 95
    7     131    9477 13
    7     138    6055 27
    7     140     723 85
    7     143    8471 56
    7     151    6100 20
    7     152    9510 8
    7     154    3754 29
    7     155     471 71
    7     158    7971 27
    7     168    1024 55
    7     171    3334 26
    7     173    3356 51
    7     175    5754 45
    7     177    5134 23
    7     180    7701 2
    7     182    2795 94
    7     185    6751 2
    7     190    6581 92
    7     193      54 55
    7     195    2717 28
    7     198     360 79
    7     201    2913 8
    7     205    2695 69
    7     215    3335 4
    7     218    4135 38
    7     225    9877 61
    7     226    5613 91
    7     227    3998 13
    7     231    7500 88
    7     234    8029 1
    7     236    2771 25
    7     238    5538 47
    7     241    4141 94
    7     246    5179 32
    7     248     933 15
    7     249    6628 92
    7     257    2452 1
    7     260    8773 21
    7     268    6321 69
    7     278    6379 22
    7     285    3766 81
    7     297    3556 98
    7     298    3845 60
    8      11    1612 52
    8      14    6264 59
    8      19    8782 17
    8      22    1471 75
    8      23     195 62
    8      26    4992 10
    8      27    3921 64
    8      31    6577 25
    8      34    1630 76
    8      37    2359 59
    8      40     253 25
    8      44    1689 62
    8      46    8441 11
    8      48    6453 7
    8      53    2688 62
    8      55    7155 9
    8      62    1633 51
    8      63    2435 71
    8      67    3125 47
    8      73    1667 53
    8      77    7652 54
    8      78    9281 21
    8      80    4156 7
    8      84    1031 71
    8      87    3625 44
    8      88    5295 87
    8      93    1364 7
    8      97    7104 37
    8     103     445 35
    8     105    8132 16
    8     108    8229 5
    8     110     355 98
    8     115     481 42
    8     116    4152 60
    8     118    3908 1
    8     120    8860 56
    8     124     717 65
    8     129    4211 52
    8     140    6758 39
    8     141    5343 39
    8     145     806 33
    8     148    1257 70
    8     154    7778 29
    8     159    9936 2
    8     162    7321 86
    8     164     694 55
    8     166    2584 25
    8     168    5281 100
    8     172    4417 32
    8     173    6217 36
    8     176    7221 82
    8     177    4824 86
    8     183    5928 41
    8     194    7407 33
    8     202    2370 37
    8     214     797 15
    8     215    4156 64
    8     216    3402 34
    8     218    3054 82
    8     219    5875 46
    8     221    9757 75
    8     226    2995 67
    8     230    4863 31
    8     235     788 14
    8     238    9244 35
    8     242    8062 97
    8     244    9937 42
    8     253    3051 15
    8     255    7901 43
    8     259    1585 79
    8     260    3841 85
    8     264    6923 52
    8     265    6593 76
    8     271    5500 26
    8     273    8295 67
    8     285    2018 23
    8     289     143 90
    8     295    1485 8
    9      10    1598 81
    9      17    8600 19
    9      20    7758 98
    9      21     576 59
    9      23    3419 77
    9      42     289 7
    9      47    2693 92
    9      48    7185 48
    9      50    9155 65
    9      55    9923 43
    9      56    5454 60
    9      57    4785 34
    9      62     287 45
    9      63    1670 14
    9      64    2504 79
    9      67    6335 28
    9      71    8239 35
    9      76    2747 26
    9      77    2258 26
    9      79    6212 26
    9      81     136 84
    9      82    7897 70
    9      88    4118 29
    9      96    6579 72
    9     105    9141 65
    9     106    7541 91
    9     109    9030 31
    9     115    1414 64
    9     116      12 81
    9     117    5635 76
    9     118    7881 23
    9     119    6388 2
    9     123    9879 3
    9     125    3292 84
    9     127     532 47
    9     129    6778 52
    9     131    6670 60
    9     137    7590 98
    9     149    4885 31
    9     153    4451 38
    9     154    2926 55
    9     156    2274 95
    9     158    2719 24
    9     160    4584 3
    9     163    1728 78
    9     166    6394 1
    9     169    7368 84
    9     170    5134 88
    9     174    4866 61
    9     177     436 5
    9     179     478 21
    9     183    3304 22
    9     187    9079 48
    9     189    3787 44
    9     194    4448 29
    9     196    7193 1
    9     197    9860 18
    9     198    6099 84
    9     204    9972 29
    9     207    9173 38
    9     214    2555 67
    9     215      24 39
    9     216    7442 2
    9     217    9899 62
    9     220    5668 32
    9     221    8959 87
    9     227    3798 5
    9     229    4469 4
    9     231    4420 44
    9     234    1689 82
    9     235    4538 54
    9     237    6714 78
    9     238    7589 43
    9     240    1686 31
    9     241    3818 1
    9     248    7446 76
    9     249    7467 9
    9     250    9945 73
    9     253    2975 82
    9     272     314 47
    9     274    9166 33
    9     287    1156 92
    9     290    6438 46
    9     291    6606 60
    9     293    2679 94
    9     295    2316 84
    9     296    2579 51
   10      11     144 85
   10      17    3567 61
   10      19    2682 17
   10      24     344 27
   10      25    3745 14
   10      28    7646 13
   10      30    3527 77
   10      33    6808 63
   10      38    9954 11
   10      42    7290 100
   10      44    2610 85
   10      45    1937 9
   10      48    9619 44
   10      53     934 66
   10      64    9324 38
   10      69    9009 25
   10      70    5453 9
   10      72    6123 75
   10      73     604 32
   10      75    7772 77
   10      77     389 14
   10      91    6370 19
   10      92     479 47
   10      96    1779 38
   10      98    7486 1
   10      99    1825 79
   10     103     936 59
   10     104    8081 51
   10     114    2376 21
   10     117    9229 35
   10     122    8754 21
   10     131    1713 37
   10     132    9507 19
   10     133    1236 100
   10     143    7813 94
   10     148    6903 45
   10     149    2265 91
   10     150     628 83
   10     151     315 32
   10     153    2689 92
   10     155       3 53
   10     158    7820 43
   10     159     100 57
   10     160    3894 40
   10     162    1053 2
   10     168    7346 7
   10     170    9732 24
   10     173    5568 34
   10     175    7207 3
   10     177    2430 69
   10     178    4336 46
   10     179    5329 16
   10     180    9917 15
   10     183    4772 30
   10     185    1743 21
   10     191    8946 37
   10     195    8885 85
   10     199    8357 30
   10     200    1208 18
   10     202    8712 56
   10     204    6684 60
   10     205    7348 10
   10     209    8796 65
   10     211    6299 60
   10     213     490 76
   10     214     869 88
   10     215    5913 20
   10     216    8330 51
   10     218    2298 77
   10     219     701 72
   10     224    7696 18
   10     225    6609 14
   10     231    3150 15
   10     240    4020 1
   10     249    6332 3
   10     254    1359 40
   10     256    9458 9
   10     260    6737 39
   10     264    3479 50
   10     265    1697 98
   10     266    9979 9
   10     269    4946 93
   10     272    8603 70
   10     275    3527 4
   10     276    3540 44
   10     277    4129 60
   10     279    4932 35
   10     281    4884 26
   10     289    1452 74
   10     290    5335 74
   10     291    2753 90
   10     294    1829 13
   10     298    5775 37
   10     300    4316 31
   11      12    8066 55
   11      16    7556 82
   11      25    8468 23
   11      32    1837 24
   11      33    2703 16
   11      34    1099 5
   11      36    7703 86
   11      40    4480 44
   11      41    8481 55
   11      45    1697 54
   11      56    1748 73
   11      59    2552 42
   11      72    4428 77
   11      73    5384 94
   11      74    2541 24
   11      75    3266 15
   11      76    1309 73
   11      80    4508 49
   11      90    9453 48
   11     108     173 49
   11     110    1750 86
   11     113    3079 86
   11     114    1772 100
   11     118    8262 20
   11     120    7640 74
   11     121    1925 10
   11     122    2427 60
   11     125    3065 71
   11     128    1207 43
   11     132    8378 75
   11     135    9562 45
   11     140    6816 63
   11     143     865 52
   11     145    3600 56
   11     150    6439 13
   11     155    6141 96
   11     160     203 55
   11     163    4374 15
   11     166    8686 89
   11     167    3423 73
   11     170    7324 66
   11     171    4395 53
   11     186    4077 48
   11     191    8690 100
   11     198    9681 41
   11     201    4340 20
   11     204    7890 94
   11     209    1904 68
   11     217     298 76
   11     218    1317 89
   11     224    4687 80
   11     226    2351 3
   11     229    7305 78
   11     233    8812 2
   11     236    4619 33
   11     249    2941 2
   11     252    7015 81
   11     263    5838 72
   11     264    4247 27
   11     269    4521 57
   11     275      73 9
   11     276    1518 58
   11     277    7946 28
   11     282    9500 4
   11     284    9158 46
   11     289    2335 93
   11     291    5556 36
   11     295    3187 85
   12      14     510 32
   12      16     442 3
   12      17    5186 55
   12      25    2393 5
   12      29    6193 20
   12      31    7984 21
   12      34    4557 21
   12      37    2339 35
   12      40    9570 61
   12      47     988 83
   12      48    1196 33
   12      49    5966 6
   12      52     965 78
   12      56    9067 75
   12      58    8351 46
   12      63    9707 38
   12      65    3815 31
   12      66    1716 23
   12      81    4273 41
   12      83     547 74
   12      92    9138 4
   12      93     832 39
   12      94    3874 7
   12     100     119 40
   12     103    4771 87
   12     104    8583 78
   12     105     892 49
   12     107    8294 71
   12     111    8457 85
   12     117    8076 42
   12     122    1931 40
   12     131    9924 77
   12     132    4193 89
   12     136    5056 49
   12     137    2048 29
   12     145    7971 40
   12     154    7026 66
   12     159    1133 47
   12     165    1129 63
   12     168    9229 16
   12     172    2784 38
   12     176    3394 52
   12     179    6551 48
   12     180    3184 86
   12     181    8513 47
   12     184    2179 45
   12     186    7210 93
   12     188    2387 38
   12     189    8270 48
   12     193     359 20
   12     195    8663 4
   12     205    9373 34
   12     207    1989 85
   12     208    7853 58
   12     211    3910 66
   12     214    5179 50
   12     217    6369 77
   12     220    5763 51
   12     223    8782 92
   12     224    3539 89
   12     225    9018 54
   12     226    7911 39
   12     227    6706 67
   12     228     388 44
   12     232    3660 17
   12     234    4521 46
   12     236    6390 23
   12     238    9836 60
   12     242     751 6
   12     244    9415 27
   12     249    2991 87
   12     252    4192 54
   12     258    9444 85
   12     259    8769 4
   12     260    7564 45
   12     261      65 24
   12     263     368 17
   12     268    2047 33
   12     272    5305 57
   12     273    2158 14
   12     276    7158 85
   12     281    5537 86
   12     284    6743 63
   12     296    9496 44
   13      16    6896 86
   13      17    2193 20
   13      18    2946 70
   13      21     475 28
   13      27    1813 57
   13      28    2973 27
   13      31    3337 51
   13      34    3262 92
   13      36    4106 27
   13      38     895 76
   13      40    2914 70
   13      41    2119 64
   13      48     567 53
   13      57    5803 32
   13      62    4403 85
   13      66    8497 4
   13      68    9940 29
   13      74     821 83
   13      75    4658 20
   13      81    2556 66
   13      83    2713 7
   13      89    4197 17
   13      92    7706 48
   13      94    3486 95
   13      95    7520 66
   13      96    6563 19
   13      99      63 67
   13     100     659 34
   13     104    2321 22
   13     108    6911 39
   13     110    1776 36
   13     111    7426 11
   13     113    7067 96
   13     114    1790 93
   13     119    4768 41
   13     122    7580 59
   13     130      29 56
   13     132     806 40
   13     135    1909 73
   13     138    9404 50
   13     139    7799 12
   13     140    4135 43
   13     142    5728 90
   13     143    4952 34
   13     145    1342 82
   13     150     901 38
   13     157    4363 82
   13     158    9581 49
   13     164    1377 50
   13     165    7029 19
   13     166    2945 27
   13     173     773 71
   13     178    1184 6
   13     182    7813 69
   13     183    3103 40
   13     184    6285 32
   13     198    3307 98
   13     199    8628 10
   13     200    5091 14
   13     212    4629 48
   13     217    1915 84
   13     218    9997 90
   13     220    9598 42
   13     223      71 31
   13     226    3811 70
   13     227    5988 94
   13     237    5083 93
   13     243    7541 6
   13     246    2725 26
   13     249    1941 99
   13     252    4320 72
   13     255    8158 88
   13     256    7152 95
   13     257    1530 30
   13     258    1131 74
   13     270    9181 7
   13     272    3592 22
   13     273    8017 85
   13     277     315 35
   13     283    8743 37
   13     287    2070 76
   13     290    2287 87
   13     294     277 67
   13     299     841 9
   14      19    2691 72
   14      24     527 96
   14      25    8102 10
   14      26    2064 14
   14      27    1408 71
   14      29    6973 71
   14      34    6405 95
   14      38    2237 52
   14      40     832 81
   14      41    3461 66
   14      45    7614 87
   14      46    3428 15
   14      50    6999 99
   14      53    2727 53
   14      58     657 97
   14      60    9430 51
   14      62    5979 63
   14      68    3445 32
   14      73    5336 35
   14      75    7201 25
   14      81    5068 64
   14      86    6817 81
   14      88    3327 33
   14      90    2211 5
   14      92     202 17
   14      93    7554 47
   14      96    2141 87
   14     100    9200 78
   14     105    8728 41
   14     106    4915 1
   14     109    6839 45
   14     111    1418 36
   14     116    7766 40
   14     121    8388 50
   14     123    5001 54
   14     125    1137 27
   14     126    4968 69
   14     127    3623 26
   14     128    3880 55
   14     132     236 18
   14     134    9204 7
   14     137    6437 15
   14     140    3049 54
   14     144    4504 43
   14     145     346 77
   14     147    1300 1
   14     150     736 80
   14     151    7615 33
   14     159    3747 76
   14     162    2744 80
   14     164    1528 43
   14     165    4707 82
   14     166    2504 8
   14     168    4422 34
   14     173    2675 2
   14     176    7064 93
   14     181    9831 95
   14     187    8469 12
   14     188    1661 74
   14     192    3897 74
   14     199    9213 99
   14     208    2325 25
   14     209    7273 80
   14     210    8703 76
   14     216    1490 66
   14     217    1060 72
   14     222    1450 73
   14     224    9779 38
   14     225    7936 36
   14     231    8767 11
   14     236    2402 69
   14     239    2394 70
   14     242     468 82
   14     244    3483 86
   14     253    7772 20
   14     256    6419 89
   14     258    9411 83
   14     259    6123 82
   14     260    4144 27
   14     261    1763 66
   14     263    8656 53
   14     264     530 50
   14     265    7318 32
   14     269    8536 17
   14     276    6419 8
   14     278    1117 8
   14     280    6586 95
   14     282    2558 59
   14     287    7878 58
   14     289    5743 43
   14     291    5989 13
   14     295    5810 7
   14     298    5944 78
   14     299    6744 24
   15      16     870 11
   15      19    6824 75
   15      22    8044 39
   15      26     123 83
   15      28    8287 71
   15      31     601 73
   15      33    2219 80
   15      37    3710 11
   15      38    9208 69
   15      41     711 88
   15      49    5580 22
   15      54    5315 9
   15      57    1355 71
   15      58    8434 80
   15      59     569 35
   15      61    4377 92
   15      62    1817 53
   15      67    8084 12
   15      68     509 36
   15      70    5909 51
   15      71    9703 67
   15      75    8606 16
   15      76    1906 79
   15      77    1715 1
   15      78    7995 73
   15      82    7851 49
   15      83    1885 43
   15      84    2552 100
   15      91    7400 77
   15      93    6005 59
   15     103    4423 87
   15     105    7596 4
   15     109    7045 75
   15     110    4002 19
   15     113    7297 31
   15     117    6838 43
   15     119    9692 43
   15     122    7267 27
   15     124    8128 100
   15     125    3457 54
   15     126    8100 63
   15     127    2574 18
   15     129     780 88
   15     130    5049 20
   15     133    4933 46
   15     135     264 37
   15     137    4887 73
   15     141    9601 15
   15     143    2898 1
   15     158    7297 62
   15     159    5551 88
   15     160    9685 26
   15     163    6081 89
   15     170     514 3
   15     176    5730 20
   15     178    2776 65
   15     180    4139 71
   15     185    6205 90
   15     187     424 6
   15     189    8856 19
   15     200    5142 23
   15     201    1706 44
   15     204    5816 34
   15     205    4579 75
   15     207    5091 39
   15     214    6349 95
   15     215    7058 46
   15     219    5021 71
   15     221      52 72
   15     226    1883 31
   15     232    6095 33
   15     233    8577 97
   15     237    5246 36
   15     238    8645 43
   15     242    4421 8
   15     244     984 100
   15     245    3087 89
   15     249    5527 29
   15     252    7520 60
   15     265    3459 23
   15     267    6509 84
   15     272    6925 87
   15     273    6262 18
   15     280    7642 19
   15     298    3977 49
   15     299    2523 13
   16      17    3515 16
   16      20    7799 69
   16      24    1287 24
   16      25    8082 90
   16      35    8614 89
   16      44    6897 10
   16      56     751 23
   16      58    8596 30
   16      63    9426 95
   16      66     196 60
   16      69    9685 57
   16      73    9116 45
   16      81    1993 49
   16      82    2386 44
   16      86    4067 18
   16      92    8071 7
   16      93    1147 67
   16      94    7934 31
   16      96    1670 54
   16     102    8097 59
   16     104    2757 81
   16     107    3268 48
   16     109     319 4
   16     111     789 51
   16     115    1943 99
   16     122     813 37
   16     123    3308 41
   16     125    3124 96
   16     128    7281 38
   16     129    8971 48
   16     133    5544 28
   16     137    8675 63
   16     139    2143 87
   16     140    4877 78
   16     141    2015 42
   16     144    4570 29
   16     149    4350 35
   16     150     173 4
   16     154    9037 66
   16     158    2604 16
   16     159    5334 32
   16     161    2310 25
   16     184    1443 4
   16     185    3075 43
   16     186    2158 15
   16     188    3374 58
   16     194    5461 93
   16     198    3293 58
   16     200    1877 21
   16     204    6469 65
   16     206     592 16
   16     207    9601 55
   16     208    5231 45
   16     210    6766 18
   16     214    8012 16
   16     218    2369 2
   16     219    2696 93
   16     220    3425 76
   16     224    2535 5
   16     225    4207 81
   16     227    5603 5
   16     230    7193 75
   16     234    4463 53
   16     240    4844 20
   16     244    9740 22
   16     245    9508 34
   16     252    9953 23
   16     256    2132 72
   16     268    8089 16
   16     271    1425 74
   16     273    3852 35
   16     282    6806 60
   16     290    2861 65
   16     299    5669 58
   17      21    2125 32
   17      24    9664 71
   17      28    4233 21
   17      31     639 65
   17      33    1746 40
   17      35    2121 38
   17      38    2202 11
   17      39    9083 53
   17      41    2784 57
   17      46    3819 85
   17      48    3261 44
   17      52    1924 59
   17      53    5922 87
   17      54    3181 34
   17      55    6994 31
   17      56    8062 44
   17      57     527 49
   17      58    6686 71
   17      64    7391 85
   17      70    2751 82
   17      73    9716 38
   17      74    9083 94
   17      75    8002 34
   17      76    2673 69
   17      77    8196 90
   17      78    7467 8
   17      80    8044 56
   17      86    1734 57
   17      87    7082 100
   17      90    3448 55
   17      91    1331 99
   17      96    5294 94
   17      99    1992 25
   17     100    5913 54
   17     104    2667 64
   17     108    5819 95
   17     109    6629 76
   17     111    5290 72
   17     113    2233 10
   17     115    6763 79
   17     116    1221 94
   17     130    5790 32
   17     135    5400 18
   17     139    4558 99
   17     144    9977 92
